customer_id,source_category,recommended_product_id,recommended_product_name,recommended_category,recommendation_score,expected_order_value_zar,activation_channel
CUST-003976,Wellness,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.2855,132.89,Email + onsite
CUST-003977,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2945,124.23,Email + onsite
CUST-003978,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4301,198.70,Onsite only
CUST-003981,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2913,175.51,Onsite only
CUST-003983,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2630,720.21,Email + onsite
CUST-003985,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5079,147.53,Email + onsite
CUST-003986,Wellness,SKU-LIFE-004,Insulated Travel Mug,Lifestyle,0.4083,197.55,Onsite only
CUST-003988,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3885,225.77,Onsite only
CUST-003989,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5353,154.84,Email + onsite
CUST-003991,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4924,175.06,Email + onsite
CUST-003992,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5135,207.58,Email + onsite
CUST-003994,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2642,157.33,Email + onsite
CUST-004000,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2915,192.37,Email + onsite
CUST-004002,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3463,246.72,Email + onsite
CUST-004003,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3715,126.63,Email + onsite
CUST-004004,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2113,185.33,Onsite only
CUST-004007,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3895,198.97,Onsite only
CUST-004009,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.6075,194.69,Email + onsite
CUST-004010,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.6534,622.88,Email + onsite
CUST-004013,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4804,198.15,Email + onsite
CUST-004016,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4387,177.84,Email + onsite
CUST-004018,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2370,180.32,Email + onsite
CUST-004021,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.6154,702.28,Email + onsite
CUST-004024,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3226,153.61,Onsite only
CUST-004027,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4399,138.55,Email + onsite
CUST-004031,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2690,119.31,Onsite only
CUST-004033,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2963,164.11,Email + onsite
CUST-004034,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4283,211.33,Email + onsite
CUST-004037,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3400,404.81,Email + onsite
CUST-004038,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3654,143.34,Email + onsite
CUST-004039,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4773,172.23,Email + onsite
CUST-004041,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3272,145.17,Email + onsite
CUST-004042,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3161,154.13,Email + onsite
CUST-004043,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4204,193.19,Onsite only
CUST-004044,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3284,651.23,Email + onsite
CUST-004046,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3475,129.69,Email + onsite
CUST-004047,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.5470,391.07,Email + onsite
CUST-004053,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4668,176.04,Email + onsite
CUST-004055,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3491,209.12,Email + onsite
CUST-004056,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3413,173.47,Email + onsite
CUST-004057,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3469,179.48,Email + onsite
CUST-004058,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2432,154.71,Email + onsite
CUST-004065,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3760,249.48,Email + onsite
CUST-004068,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.4525,294.97,Email + onsite
CUST-004070,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4250,163.25,Onsite only
CUST-004071,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2697,175.78,Email + onsite
CUST-004072,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3070,192.98,Email + onsite
CUST-004074,Home Essentials,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.2626,786.46,Email + onsite
CUST-004078,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2701,159.76,Email + onsite
CUST-004079,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3583,520.12,Email + onsite
CUST-004080,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.2524,193.06,Email + onsite
CUST-004084,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3981,169.01,Email + onsite
CUST-004087,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2665,195.87,Email + onsite
CUST-004088,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2605,150.11,Email + onsite
CUST-004089,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4198,417.61,Email + onsite
CUST-004090,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2920,190.84,Email + onsite
CUST-004093,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2468,211.71,Onsite only
CUST-004094,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.4615,277.45,Email + onsite
CUST-004095,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2836,134.13,Onsite only
CUST-004097,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.2501,775.92,Email + onsite
CUST-004098,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2953,248.79,Onsite only
CUST-004099,Home Essentials,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.2590,733.18,Email + onsite
CUST-004110,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4162,136.31,Email + onsite
CUST-004113,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2797,464.73,Email + onsite
CUST-004114,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5249,237.08,Email + onsite
CUST-004122,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3806,84.49,Email + onsite
CUST-004123,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4246,204.30,Onsite only
CUST-004124,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2298,158.97,Email + onsite
CUST-004129,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4512,214.35,Email + onsite
CUST-004133,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2545,181.53,Email + onsite
CUST-004138,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2823,191.92,Email + onsite
CUST-004139,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2799,197.26,Email + onsite
CUST-004141,Home Essentials,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.5615,137.22,Email + onsite
CUST-004142,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4157,144.66,Email + onsite
CUST-004144,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3983,211.71,Email + onsite
CUST-004145,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3843,189.83,Email + onsite
CUST-004146,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4699,214.16,Email + onsite
CUST-004148,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2641,210.29,Onsite only
CUST-004149,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3845,91.78,Email + onsite
CUST-004150,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3818,174.58,Email + onsite
CUST-004151,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4572,200.66,Onsite only
CUST-004152,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2649,191.35,Onsite only
CUST-004154,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2180,205.42,Email + onsite
CUST-004155,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3529,153.22,Email + onsite
CUST-004160,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4940,226.65,Email + onsite
CUST-004165,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2886,198.51,Onsite only
CUST-004166,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4492,175.79,Email + onsite
CUST-004168,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2409,200.97,Onsite only
CUST-004169,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.1907,184.58,Email + onsite
CUST-004175,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4249,225.61,Email + onsite
CUST-004178,Home Essentials,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3636,199.44,Email + onsite
CUST-004180,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3948,165.53,Email + onsite
CUST-004182,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3658,183.01,Email + onsite
CUST-004183,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3221,110.03,Onsite only
CUST-004186,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2320,240.20,Email + onsite
CUST-004187,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3055,188.07,Email + onsite
CUST-004188,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4498,170.71,Email + onsite
CUST-004189,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3457,419.17,Email + onsite
CUST-004193,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.3633,139.20,Onsite only
CUST-004199,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3021,252.32,Onsite only
CUST-004200,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.5286,95.89,Email + onsite
CUST-004201,Wellness,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,0.6662,72.69,Email + onsite
CUST-004202,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4287,143.36,Email + onsite
CUST-004206,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3109,195.40,Email + onsite
CUST-004209,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2568,188.31,Email + onsite
CUST-004210,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3763,160.89,Onsite only
CUST-004213,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3893,183.92,Email + onsite
CUST-004214,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4173,173.08,Email + onsite
CUST-004216,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3267,201.65,Email + onsite
CUST-004217,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3289,198.21,Onsite only
CUST-004218,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2530,192.19,Email + onsite
CUST-004221,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3273,165.69,Email + onsite
CUST-004223,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2908,137.34,Email + onsite
CUST-004224,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4429,161.86,Email + onsite
CUST-004225,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3304,192.58,Email + onsite
CUST-004229,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4048,416.55,Email + onsite
CUST-004233,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4711,200.73,Email + onsite
CUST-004234,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3669,142.80,Email + onsite
CUST-004235,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3691,196.77,Email + onsite
CUST-004239,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3011,166.03,Onsite only
CUST-004240,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2777,366.92,Email + onsite
CUST-004245,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2624,188.53,Email + onsite
CUST-004246,Outdoor,SKU-LIFE-005,Weekend Cooler Bag,Lifestyle,0.3627,283.03,Onsite only
CUST-004247,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5305,196.44,Email + onsite
CUST-004248,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4766,177.43,Email + onsite
CUST-004249,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3808,179.79,Email + onsite
CUST-004250,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4003,519.45,Email + onsite
CUST-004253,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2867,180.42,Email + onsite
CUST-004254,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.6127,510.69,Email + onsite
CUST-004255,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.4185,167.44,Email + onsite
CUST-004256,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4191,470.89,Email + onsite
CUST-004258,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.5311,916.24,Email + onsite
CUST-004266,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4709,207.26,Email + onsite
CUST-004268,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4885,179.36,Email + onsite
CUST-004269,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3645,146.61,Email + onsite
CUST-004270,Home Essentials,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.3654,242.92,Email + onsite
CUST-004271,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3858,177.11,Email + onsite
CUST-004272,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.6558,279.38,Email + onsite
CUST-004274,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3326,442.55,Email + onsite
CUST-004276,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2776,224.98,Email + onsite
CUST-004277,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3577,865.15,Email + onsite
CUST-004280,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2745,210.98,Email + onsite
CUST-004285,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3452,172.12,Email + onsite
CUST-004288,Wellness,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.4613,115.70,Email + onsite
CUST-004290,Outdoor,SKU-LIFE-004,Insulated Travel Mug,Lifestyle,0.2276,209.19,Email + onsite
CUST-004292,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4686,183.38,Email + onsite
CUST-004297,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2716,185.11,Email + onsite
CUST-004299,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2927,170.52,Onsite only
CUST-004300,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5154,239.29,Email + onsite
CUST-004302,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.6047,200.72,Email + onsite
CUST-004304,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.2997,539.44,Email + onsite
CUST-004305,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4523,201.21,Onsite only
CUST-004306,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4069,509.79,Email + onsite
CUST-004307,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2235,165.95,Onsite only
CUST-004308,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5366,230.76,Email + onsite
CUST-004310,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4394,205.26,Email + onsite
CUST-004311,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.5592,450.98,Email + onsite
CUST-004315,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4214,155.43,Email + onsite
CUST-004316,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4032,166.91,Onsite only
CUST-004317,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3968,198.65,Email + onsite
CUST-004320,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3529,197.46,Email + onsite
CUST-004322,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.3148,609.16,Onsite only
CUST-004323,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3014,181.66,Email + onsite
CUST-004325,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3812,147.06,Email + onsite
CUST-004326,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5780,136.34,Email + onsite
CUST-004327,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.4165,545.39,Onsite only
CUST-004329,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2955,177.24,Email + onsite
CUST-004330,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3849,243.20,Onsite only
CUST-004333,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3049,180.93,Email + onsite
CUST-004336,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4207,192.62,Email + onsite
CUST-004337,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3512,213.84,Email + onsite
CUST-004338,Wellness,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.4843,153.01,Email + onsite
CUST-004339,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3562,606.60,Email + onsite
CUST-004340,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2460,137.52,Onsite only
CUST-004341,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4759,153.71,Email + onsite
CUST-004346,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5494,243.78,Email + onsite
CUST-004348,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.3522,169.96,Onsite only
CUST-004349,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3303,210.03,Email + onsite
CUST-004350,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4734,155.90,Email + onsite
CUST-004351,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2156,499.20,Email + onsite
CUST-004358,Outdoor,SKU-LIFE-003,Kids Tee Bundle,Lifestyle,0.2345,217.88,Email + onsite
CUST-004359,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3058,915.28,Email + onsite
CUST-004360,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4411,397.41,Email + onsite
CUST-004361,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2310,683.15,Email + onsite
CUST-004367,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4048,143.41,Email + onsite
CUST-004369,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2535,202.03,Onsite only
CUST-004371,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5282,187.92,Email + onsite
CUST-004373,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3323,190.94,Onsite only
CUST-004374,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2577,207.55,Onsite only
CUST-004377,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3019,179.02,Email + onsite
CUST-004379,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3482,177.32,Email + onsite
CUST-004384,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4080,143.22,Onsite only
CUST-004385,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.6061,158.54,Email + onsite
CUST-004387,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3520,189.40,Email + onsite
CUST-004388,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2616,157.31,Email + onsite
CUST-004389,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3867,173.92,Onsite only
CUST-004391,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.6770,134.75,Email + onsite
CUST-004395,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2848,123.98,Email + onsite
CUST-004396,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3177,198.04,Email + onsite
CUST-004397,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2500,187.97,Email + onsite
CUST-004399,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.4007,734.98,Onsite only
CUST-004401,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3850,194.23,Email + onsite
CUST-004407,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2423,171.87,Onsite only
CUST-004409,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5318,214.24,Email + onsite
CUST-004410,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3689,162.01,Onsite only
CUST-004412,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.4580,908.93,Email + onsite
CUST-004414,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2214,185.63,Email + onsite
CUST-004416,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4058,241.37,Email + onsite
CUST-004418,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.1977,206.13,Email + onsite
CUST-004421,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3907,217.91,Email + onsite
CUST-004426,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.4437,637.52,Email + onsite
CUST-004427,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3346,116.83,Onsite only
CUST-004428,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3286,219.13,Email + onsite
CUST-004429,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2601,187.63,Email + onsite
CUST-004431,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.2746,235.73,Onsite only
CUST-004432,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4020,177.39,Email + onsite
CUST-004433,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4970,386.34,Onsite only
CUST-004434,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4009,202.02,Email + onsite
CUST-004435,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2429,191.03,Email + onsite
CUST-004436,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4015,188.45,Email + onsite
CUST-004438,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3599,582.08,Email + onsite
CUST-004440,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4398,202.00,Onsite only
CUST-004441,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3199,198.58,Email + onsite
CUST-004442,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5172,161.65,Email + onsite
CUST-004446,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2016,719.78,Email + onsite
CUST-004448,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2294,159.39,Onsite only
CUST-004449,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.1949,161.88,Email + onsite
CUST-004452,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2535,161.41,Email + onsite
CUST-004453,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2150,180.60,Email + onsite
CUST-004454,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4083,168.95,Onsite only
CUST-004455,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5419,174.30,Email + onsite
CUST-004456,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5330,142.15,Email + onsite
CUST-004458,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5182,197.38,Email + onsite
CUST-004460,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2529,210.98,Email + onsite
CUST-004461,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3011,227.16,Email + onsite
CUST-004462,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4279,498.73,Email + onsite
CUST-004467,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2752,106.96,Onsite only
CUST-004468,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3404,198.47,Email + onsite
CUST-004471,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2179,158.70,Email + onsite
CUST-004473,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5096,177.99,Email + onsite
CUST-004476,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2560,143.94,Onsite only
CUST-004478,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2156,194.15,Onsite only
CUST-004479,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4315,191.78,Email + onsite
CUST-004482,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2377,149.64,Email + onsite
CUST-004485,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3721,247.73,Email + onsite
