date,customer_id,campaign_id,campaign_name,campaign_status,ad_group_id,impressions,clicks,cost_micros,conversions,conversion_value,currency_code,device,network
17-03-2024,5971874454,124764,Retargeting_Lapsed,REMOVED,219401,21288,193,1829729731,12.07,,,Desktop,youtube
2024-10-05,9324059916,307202,BRAND SA Q1,,733738,87047,3636,30368630868,274.94,3028.86,zar,mobile,display
2024-08-29,8620125586,965211,UNKNOWN,enabled,38194,20278,167,1677060277,6.15,4166.76,ZAR ,Tablet,
20241127,,297228,brand_sa_q1,,759926,26020,2361,11773644223,197.85,,zar,MOBILE,SEARCH
,5370313048,,Black Friday 2024,REMOVED,264695,58681,5656,74572503043,365.19,593.48,zar,MOBILE,YOUTUBE
08-03-2024,5208322400,620485,Brand_SA_Q1,PAUSED,789950,91029,1842,5952452142,159.34,1026.04,ZAR ,Mobile,
19-07-2024,8455242592,756491,Black Friday 2024,paused,663705,55236,762,6711879628,2.64,1654.43,ZAR	,mobile,SEARCH
11-10-2024,7706299878,404525,Black Friday 2024,enabled,190232,13993,514,7643794233,48.09,1116.41,ZAR ,tablet,search
,2794586285,503775,retargeting lapsed,enabled,686023,69646,1331,8511763313,118.59,4974.63,ZAR ,DESKTOP,search
04-09-2024,8744291301,128545,Awareness_Display_ZA,PAUSED,881386,85334,3872,12590479071,,4411.01,,,SEARCH
2024-06-07,8612802836,339470,BRAND SA Q1,enabled,78026,43953,3790,51266739924,346.41,1737.33,usd,tablet,DISPLAY
20-01-2024,8016220334,653206,Awareness_Display_ZA,PAUSED,719463,54181,1949,12523423544,154.4,483.93,usd,,SEARCH
2024-12-28,9355707970,159567,black friday,,864774,25451,2346,30081183298,152.44,4086.52,ZAR	,,SEARCH
,5487647970,242106,BRAND SA Q1,enabled,176379,99248,8888,86109339299,567.67,1097.31,,,DISPLAY
17/10/2024,6697402366,163905,,PAUSED,355289,42587,3847,16231951644,60.36,,,,display
2024-12-23,3158171498,893168,Awareness_Display_ZA,PAUSED,582655,51399,4241,11018597438,186.96,494.57,ZAR ,,youtube
"September 21, 2024",1708664643,468449,Brand_SA_Q1,PAUSED,545550,67199,167,324183018,12.4,1541.96,zar,desktop,DISPLAY
20240614,1309170956,895954,BRAND SA Q1,REMOVED,315113,756,25,371392766,0.17,713.21,ZAR ,mobile,search
31-05-2024,7473446840,819959,Retargeting_Lapsed,,,33187,1666,2122144718,110.6,4828.21,usd,Tablet,
20240527,1463542549,774898,black friday,,623418,60926,2866,23035722318,88.79,,,,SEARCH
"July 30, 2024",1705447876,633218,black friday,paused,699767,44186,4083,54115929404,,,ZAR ,,YOUTUBE
20240306,4111080242,459109,black friday,PAUSED,670479,21616,786,3488859932,58.55,,zar,mobile,display
04-09-2024,7631140491,174183,,REMOVED,584657,50656,4256,43337409009,40.36,,zar,mobile,
"March 27, 2024",5973843552,376495,UNKNOWN,REMOVED,68907,55683,957,8322935875,65.54,,zar,mobile,
15-08-2024,6404427159,287700,Retargeting_Lapsed,enabled,249895,65256,2470,25858618648,185.25,,,Desktop,DISPLAY
2024-07-31,3192339428,691630,Black Friday 2024,PAUSED,640612,54106,324,1109508192,9.93,,,,display
20241116,4361233318,119525,Brand_SA_Q1,ENABLED,62378,21445,1399,17062215033,,,,MOBILE,SEARCH
12-11-2024,6960174321,744153,black friday,,162227,51431,489,244849989,32.99,4325.81,usd,Desktop,search
23/06/2024,1532375953,340343,BRAND SA Q1,ENABLED,57525,98434,3944,26996059263,366.97,,USD,Tablet,SEARCH
,4384042578,848540,Retargeting_Lapsed,,330638,56335,3426,,288.83,,ZAR,Mobile,search
"January 20, 2024",3288702100,304760,BRAND SA Q1,PAUSED,395256,86819,3684,33183933108,242.48,893.56,ZAR,tablet,DISPLAY
20241030,5992413723,574527,Brand_SA_Q1,,561980,82677,4898,48952344915,470.94,,ZAR ,Desktop,DISPLAY
"June 02, 2024",8272123244,154196,,REMOVED,504039,55863,5143,38911776525,210.21,1171.13,ZAR,desktop,display
11/07/2024,4257815651,210972,UNKNOWN,ENABLED,680920,77976,3614,23728130384,90.43,4398.03,zar,Mobile,DISPLAY
09/07/2024,5139239049,679317,BRAND SA Q1,,890909,14569,292,1161120216,25.39,3924.44,ZAR ,mobile,YOUTUBE
06/03/2024,9333180586,433295,BRAND SA Q1,ENABLED,156509,54305,176,1755914706,1.35,,ZAR	,mobile,DISPLAY
2024-03-04,6955595651,366682,Brand_SA_Q1,PAUSED,568940,74614,5183,26754182216,363.23,,ZAR,MOBILE,display
20240204,5893860558,847378,brand_sa_q1,ENABLED,927512,64405,3808,46485095857,151.19,1320.0,USD,Mobile,youtube
20240214,8020615671,397402,Retargeting_Lapsed,,,10707,514,700987212,,1934.06,,DESKTOP,SEARCH
2024-04-25,5297847652,496003,UNKNOWN,paused,700305,22713,842,10775478320,13.95,369.0,USD,,
30/08/2024,2613054741,226277,UNKNOWN,REMOVED,898512,14900,437,1064967895,39.77,4050.01,ZAR ,,DISPLAY
20240625,7079214329,314132,brand_sa_q1,paused,296391,89850,7786,53408482169,204.78,3552.53,,,
28/05/2024,9118461368,363064,retargeting lapsed,PAUSED,410946,16075,1135,2143375814,55.35,1605.62,USD,Mobile,YOUTUBE
16/09/2024,4691770610,818019,black friday,ENABLED,566334,86041,2915,15781105606,229.69,1151.54,zar,Desktop,
,4234525636,740166,black friday,PAUSED,460935,34550,196,2793800214,10.43,4357.6,zar,desktop,SEARCH
15/11/2024,8449952461,929502,,PAUSED,668543,73839,1304,7377424604,89.2,4217.94,,,search
2024-03-23,6522706693,549128,Brand_SA_Q1,REMOVED,413203,50677,4965,56295234577,281.53,317.27,USD,,
"March 26, 2024",2938573298,852413,retargeting lapsed,,81791,60057,3088,6958641847,69.77,2846.82,ZAR	,,youtube
30-05-2024,8249541718,375280,UNKNOWN,REMOVED,776162,34891,851,2127948723,41.17,,ZAR,Tablet,youtube
25-10-2024,3377861790,520036,Brand_SA_Q1,REMOVED,640986,21601,1474,14051836411,145.24,2463.51,usd,DESKTOP,youtube
18/01/2024,6180701512,975417,Retargeting_Lapsed,REMOVED,822897,25166,2473,31627551636,109.48,,zar,,search
2024-11-10,7765825963,805149,Black Friday 2024,enabled,406033,37991,3726,11952236290,288.58,3941.86,ZAR,,
21/03/2024,4319516855,229041,Brand_SA_Q1,paused,177275,18688,1334,13977867300,92.55,,zar,Mobile,DISPLAY
15/08/2024,3355071482,782166,UNKNOWN,paused,215253,71140,7060,68690089468,504.7,572.63,,desktop,youtube
"March 27, 2024",3282048140,265316,Awareness_Display_ZA,enabled,687768,6612,247,136488029,21.44,,USD,,
24/03/2024,7185162449,973705,brand_sa_q1,ENABLED,495781,26057,0,0,0.0,4344.75,ZAR	,,youtube
20240914,9633091460,102389,Awareness_Display_ZA,,96435,39033,79,1099577536,2.96,923.02,usd,desktop,youtube
"August 31, 2024",2540250715,424349,,REMOVED,926280,53311,2130,14574778212,0.01,2349.82,ZAR ,Desktop,SEARCH
20241020,6341982891,157156,Brand_SA_Q1,ENABLED,150844,32829,66,81879199,0.39,890.21,USD,,SEARCH
16-09-2024,3672298215,672022,retargeting lapsed,PAUSED,37130,55577,3160,3706024490,163.71,4716.96,ZAR	,tablet,DISPLAY
14/12/2024,8792046208,997488,BRAND SA Q1,PAUSED,853931,23395,707,10373738271,22.59,2393.57,ZAR ,,search
20240322,1010872634,816692,retargeting lapsed,ENABLED,358778,2892,64,798108552,4.59,1259.28,ZAR,desktop,display
20240822,6170407137,609313,UNKNOWN,,431544,3028,19,88330977,0.47,4809.5,USD,,youtube
20240418,7943312966,453464,black friday,paused,204849,77375,2042,21484836979,112.84,,ZAR,MOBILE,SEARCH
01-12-2024,4655799681,380020,Brand_SA_Q1,PAUSED,948467,90058,7319,52382032061,48.64,,USD,tablet,search
2024-06-05,1496087149,463345,Brand_SA_Q1,enabled,362177,20637,961,,26.82,4275.14,ZAR ,Desktop,search
2024-05-15,5038740531,244707,Brand_SA_Q1,,331210,45315,4060,56926764126,92.02,4634.33,ZAR ,Desktop,search
20240202,5914797202,117944,BRAND SA Q1,REMOVED,928056,55984,3126,15131729712,,,ZAR ,Desktop,
"December 25, 2024",3334393356,726533,black friday,paused,412873,56864,1234,15691186938,55.15,3153.4,ZAR ,desktop,youtube
10-08-2024,4454153665,837456,black friday,enabled,859566,14226,248,759802187,12.08,,ZAR ,,YOUTUBE
04-12-2024,2203456220,259346,Awareness_Display_ZA,REMOVED,527054,26605,368,2489893131,8.18,,ZAR	,tablet,DISPLAY
,8592418319,658062,Awareness_Display_ZA,REMOVED,298590,45509,3550,41955950728,305.31,367.38,ZAR	,Desktop,display
2024-02-03,9145041931,140697,UNKNOWN,,103321,48613,298,2151704648,,227.94,ZAR	,desktop,DISPLAY
2024-02-24,5292715224,387341,Black Friday 2024,ENABLED,428562,34810,2817,35612859057,37.66,1648.81,ZAR	,Tablet,display
07-10-2024,5617721706,155048,Black Friday 2024,paused,318111,59808,1402,19794368805,45.37,2219.65,ZAR	,DESKTOP,youtube
2024-03-25,9184426390,982277,brand_sa_q1,enabled,645962,32830,1720,25348456359,37.96,4275.43,,Tablet,
"September 04, 2024",6533135984,761079,black friday,PAUSED,793667,64763,5666,23894366370,528.31,2823.16,,,DISPLAY
12/05/2024,8574571532,426154,Awareness_Display_ZA,enabled,876023,4256,111,891149116,9.74,1568.97,ZAR,Desktop,
2024-02-05,8139458238,703498,Retargeting_Lapsed,ENABLED,155739,66133,3903,29764830656,329.62,,USD,Mobile,
17/09/2024,8584101713,400190,Black Friday 2024,REMOVED,47902,33956,1051,7928208265,,3848.77,USD,Mobile,youtube
07-12-2024,2825789023,197400,black friday,PAUSED,229014,2870,128,1308326864,8.3,1929.23,,mobile,display
"February 14, 2024",6458581265,548167,Retargeting_Lapsed,paused,689348,57172,670,9393190732,43.13,,,,DISPLAY
15-04-2024,,954754,retargeting lapsed,PAUSED,787732,40832,2804,34485337193,,,USD,,display
"November 12, 2024",6482127975,793281,retargeting lapsed,paused,789019,20172,454,5206986743,20.93,,usd,Tablet,
20240116,6543387448,895875,Awareness_Display_ZA,PAUSED,80868,94760,3418,32533685518,161.15,1883.03,USD,Desktop,DISPLAY
29/05/2024,4092798623,516016,UNKNOWN,PAUSED,986906,10804,265,3411877163,6.47,,ZAR	,,SEARCH
"September 30, 2024",6105749917,435720,Retargeting_Lapsed,paused,840594,51976,3576,20628612317,96.24,2520.47,ZAR,MOBILE,YOUTUBE
20240201,3398594994,484133,brand_sa_q1,ENABLED,528048,82957,509,6678357075,27.21,,,DESKTOP,SEARCH
26-11-2024,6797740628,409621,Awareness_Display_ZA,REMOVED,925284,86442,6581,66896258308,,1722.88,ZAR	,MOBILE,SEARCH
2024-05-01,8971921874,483628,UNKNOWN,PAUSED,399637,49328,1035,13151908204,70.39,,ZAR ,MOBILE,search
31/08/2024,4385568396,915024,black friday,REMOVED,,80371,1305,19393750414,110.95,4831.18,usd,MOBILE,
,7187014891,997830,retargeting lapsed,REMOVED,196653,41608,3290,44027215441,,759.2,ZAR,desktop,display
"January 22, 2024",2689790136,608585,UNKNOWN,REMOVED,744908,79822,1305,9924879261,127.16,,ZAR ,MOBILE,search
,7000410805,790315,Black Friday 2024,paused,397685,63237,557,4422082151,6.5,3481.64,ZAR ,mobile,search
,8964321812,589745,Awareness_Display_ZA,ENABLED,17653,32423,2774,17697858514,250.44,,ZAR,tablet,search
11-01-2024,4811843582,692080,Brand_SA_Q1,ENABLED,611279,88692,8387,91277750626,573.75,,,desktop,DISPLAY
2024-03-21,7048193696,394488,UNKNOWN,paused,936862,70608,6163,49978193784,177.51,,usd,,SEARCH
28/11/2024,1880467660,724843,brand_sa_q1,,673408,72033,6470,61219692207,245.09,4175.96,zar,Desktop,
20240713,2562904831,900922,UNKNOWN,enabled,857632,68858,6732,90525236122,340.06,1736.27,ZAR	,Desktop,
2024-10-19,7620516127,380839,Awareness_Display_ZA,paused,273054,11605,851,10155170689,16.13,117.54,usd,,youtube
20241215,,418826,retargeting lapsed,paused,588037,87643,8417,16260497530,601.19,,USD,,search
04-05-2024,9402784620,525801,Brand_SA_Q1,REMOVED,467693,44093,905,,4.34,,ZAR ,Mobile,youtube
22/01/2024,8162724288,761925,brand_sa_q1,REMOVED,921971,86381,8329,116859516879,386.62,,ZAR	,Mobile,SEARCH
19/07/2024,8567744523,207985,brand_sa_q1,,209882,89868,1418,13324679222,,587.8,zar,DESKTOP,youtube
20241026,4471716003,305240,black friday,PAUSED,111962,8792,575,4499987713,56.98,896.75,ZAR,mobile,youtube
2024-10-04,1016472813,593598,Awareness_Display_ZA,paused,695794,93223,5579,3210316700,266.2,3097.7,ZAR,,display
14/06/2024,3752980566,292704,Black Friday 2024,paused,89363,93692,6711,100158569643,193.95,,usd,Mobile,
20240402,3426031632,231769,Brand_SA_Q1,,747934,88691,6660,63695689517,409.99,1141.15,ZAR ,Desktop,SEARCH
20241001,3575226246,136142,black friday,REMOVED,824265,83993,972,4418505473,39.79,,ZAR,,youtube
2024-06-24,3567468658,816565,brand_sa_q1,,715062,97574,1083,3995529857,104.73,1259.91,ZAR ,MOBILE,
20241026,2327470946,310632,Awareness_Display_ZA,enabled,979561,33983,645,1734064672,44.25,,usd,desktop,YOUTUBE
14/04/2024,1765559118,492778,black friday,enabled,884158,99279,2891,35771706685,289.02,912.61,ZAR,,YOUTUBE
18/10/2024,4573939537,524284,BRAND SA Q1,REMOVED,983937,83512,5051,23030422474,233.52,,ZAR	,MOBILE,SEARCH
03/06/2024,7390403793,770448,Awareness_Display_ZA,REMOVED,501605,15207,1024,3662877892,50.1,4442.63,,Mobile,youtube
31-10-2024,8917621861,754271,BRAND SA Q1,paused,75998,82760,6056,59033959306,78.66,2979.48,USD,MOBILE,DISPLAY
"October 09, 2024",7665569678,276474,BRAND SA Q1,PAUSED,964851,30480,956,3056852783,35.56,,usd,,YOUTUBE
12-08-2024,4420995136,307404,Retargeting_Lapsed,REMOVED,832970,30551,1111,2859978455,11.24,4686.16,ZAR	,Tablet,YOUTUBE
"May 17, 2024",1357104876,309878,Awareness_Display_ZA,paused,692707,37952,3087,17349769945,121.19,,usd,MOBILE,youtube
20241013,3219391499,458296,retargeting lapsed,REMOVED,903355,34179,1678,3092078821,,,,,search
2024-05-24,8370597943,593708,Brand_SA_Q1,paused,996225,83009,7197,74709403366,261.11,,ZAR,,DISPLAY
,2386173855,863735,Retargeting_Lapsed,enabled,55775,96268,1602,5120701831,0.09,,USD,mobile,search
28/11/2024,7118797939,546015,brand_sa_q1,,820208,85726,1820,17731110544,126.85,,ZAR,Mobile,DISPLAY
09/08/2024,7364099105,103755,BRAND SA Q1,PAUSED,152353,22419,253,2891224856,,1432.01,zar,Mobile,
"April 03, 2024",1977804491,400845,black friday,,582902,52479,836,6941577672,14.32,3766.66,ZAR,Tablet,SEARCH
14/06/2024,1574510673,377246,Awareness_Display_ZA,paused,948620,28823,2880,21946731828,238.53,,ZAR ,Tablet,youtube
10/05/2024,2808108434,840168,black friday,PAUSED,523253,10592,529,7171926053,10.77,,zar,MOBILE,YOUTUBE
2024-01-26,3001050759,595302,brand_sa_q1,PAUSED,669202,88719,6434,,68.33,3559.56,,Tablet,search
30/11/2024,6781742012,629866,Retargeting_Lapsed,PAUSED,233000,67961,5133,40560752204,471.81,,USD,mobile,YOUTUBE
15-01-2024,8537665657,578117,Brand_SA_Q1,paused,500245,53085,4125,33607607136,364.03,3519.42,usd,mobile,SEARCH
2024-05-20,7483944241,863247,Retargeting_Lapsed,paused,259371,88052,163,761642337,,1914.99,zar,Desktop,display
"July 07, 2024",7346928512,720144,UNKNOWN,PAUSED,256543,75668,7262,49781340921,143.5,4650.85,USD,DESKTOP,display
30-11-2024,5337748635,833779,UNKNOWN,enabled,410347,66810,2360,30343891258,,,ZAR,Tablet,
06/10/2024,7407112014,886431,Black Friday 2024,,572261,47332,2965,24129375730,65.19,,ZAR,mobile,DISPLAY
20240509,7003343824,598110,UNKNOWN,ENABLED,486722,73256,760,5677851164,0.26,1676.74,ZAR	,Desktop,search
,5454611025,889734,brand_sa_q1,enabled,223475,68067,5731,64776400253,241.87,,ZAR ,desktop,YOUTUBE
28-04-2024,6588916977,714008,UNKNOWN,REMOVED,953085,78490,4476,7414233063,331.48,,ZAR ,,SEARCH
16-08-2024,5387121566,773103,UNKNOWN,PAUSED,510388,47415,1084,12473755898,9.44,4822.95,,,
13-06-2024,2046833774,195987,BRAND SA Q1,,,31084,2377,15043916818,150.44,,ZAR ,Desktop,search
,6704748650,751867,Black Friday 2024,enabled,436518,62196,5903,17241872943,81.16,,zar,,SEARCH
"April 29, 2024",2050780661,809322,black friday,PAUSED,81753,73950,2605,13612588571,156.65,2352.8,usd,MOBILE,youtube
,2501595919,741484,retargeting lapsed,ENABLED,691697,86527,1933,10527366676,131.95,950.3,,tablet,DISPLAY
26-02-2024,3295498986,228589,UNKNOWN,,584729,48500,4826,12110475026,,2094.6,ZAR	,Mobile,youtube
"July 25, 2024",2505208033,492229,Awareness_Display_ZA,REMOVED,596842,4195,366,,9.67,2787.23,ZAR	,Mobile,SEARCH
2024-09-21,6210176509,710925,UNKNOWN,,100041,40388,846,1563898781,5.86,,usd,MOBILE,display
"July 19, 2024",3883655250,978801,brand_sa_q1,enabled,599611,87584,2880,24198887932,47.9,,USD,MOBILE,
31/03/2024,2998215931,199019,Awareness_Display_ZA,ENABLED,990557,29165,1592,1981625118,139.6,1140.87,USD,desktop,SEARCH
28-11-2024,2944532727,383190,Black Friday 2024,paused,627223,69308,6210,7419991283,,,ZAR ,,SEARCH
09-03-2024,2606124128,762249,black friday,enabled,573900,49351,2487,5176043917,113.34,,ZAR,tablet,search
25-03-2024,6136009504,467452,,enabled,399005,13218,294,2982050672,2.05,,,MOBILE,
20241001,1240118168,466974,Brand_SA_Q1,PAUSED,685436,63645,3236,15884151841,142.28,3064.11,,Tablet,YOUTUBE
"August 10, 2024",9086305544,211792,Brand_SA_Q1,,777763,96985,5771,61476098642,114.65,,ZAR ,,YOUTUBE
2024-07-07,8600253618,885326,Black Friday 2024,PAUSED,155700,10704,971,2560824803,28.65,,zar,desktop,DISPLAY
2024-12-25,8827141067,489068,black friday,ENABLED,12366,54898,3051,19679529872,222.67,4202.46,zar,,DISPLAY
30-07-2024,1668774476,199409,brand_sa_q1,PAUSED,615435,57721,5573,,449.41,2513.48,usd,,DISPLAY
19/01/2024,9103176758,483320,BRAND SA Q1,paused,872846,67919,368,4873529305,24.82,3657.49,usd,,SEARCH
2024-09-13,3030800933,880309,Brand_SA_Q1,REMOVED,380277,5369,120,1126461857,,,ZAR,Desktop,YOUTUBE
20241223,5630778899,931964,brand_sa_q1,,528100,18147,660,443691465,18.13,4274.3,ZAR	,mobile,
"December 28, 2024",2006349375,962070,retargeting lapsed,REMOVED,305594,26357,441,3010933238,13.96,,usd,,search
"February 10, 2024",1429435643,269832,Awareness_Display_ZA,,946552,46984,2480,4886694753,23.02,,,Mobile,SEARCH
21-02-2024,8282301959,430162,UNKNOWN,,148621,48620,1680,3856942543,164.75,140.38,USD,Mobile,youtube
2024-06-27,7307009754,829342,retargeting lapsed,,31036,73320,5544,38186297782,122.63,4839.06,ZAR,tablet,DISPLAY
21/09/2024,1898908765,918777,black friday,REMOVED,418841,94290,193,915696287,7.05,,USD,,YOUTUBE
20240219,4338039681,848193,Brand_SA_Q1,,135987,30221,1626,1002935299,144.26,,usd,,youtube
26-11-2024,9235272900,748870,brand_sa_q1,ENABLED,935159,28392,1136,8700162725,,4908.49,usd,Desktop,YOUTUBE
2024-04-28,4720917463,395016,black friday,paused,,86427,1962,11191951375,108.41,,,MOBILE,YOUTUBE
20240301,1002356110,909187,black friday,enabled,199115,74723,4478,39952469861,,61.62,USD,tablet,YOUTUBE
"January 13, 2024",6815192810,360624,black friday,REMOVED,301929,58962,5277,13394690442,305.9,,ZAR ,desktop,youtube
"September 24, 2024",2316473551,819191,Brand_SA_Q1,,777055,83917,871,3445360694,86.08,,USD,Tablet,display
13/05/2024,1563190985,633895,Awareness_Display_ZA,,147154,72922,3381,31866481112,100.94,,ZAR ,Mobile,display
2024-01-21,5448557801,473035,Awareness_Display_ZA,ENABLED,533165,507,48,69365988,0.92,,ZAR	,mobile,
20240129,3590484270,314476,black friday,paused,338575,33006,1048,14718580010,79.79,2040.35,usd,tablet,YOUTUBE
20240131,6448401183,590806,Brand_SA_Q1,paused,237103,9562,642,5342982850,,,ZAR,Tablet,YOUTUBE
31/01/2024,7823459778,985275,Awareness_Display_ZA,PAUSED,649053,6331,406,720581398,7.83,,ZAR,,search
20240817,5687935629,454234,BRAND SA Q1,paused,967761,51404,365,2420873264,,,,DESKTOP,SEARCH
20240415,7831344480,438993,Black Friday 2024,,760652,48884,3366,4496896918,191.14,4831.83,zar,Mobile,YOUTUBE
20241101,3868961879,160293,Retargeting_Lapsed,REMOVED,728801,93431,1286,8577844566,,1197.84,ZAR,Mobile,search
30-01-2024,7927834903,885204,BRAND SA Q1,,300809,46589,583,8686927781,25.49,290.89,ZAR ,desktop,YOUTUBE
20240401,2848176135,858216,BRAND SA Q1,paused,159196,29202,1598,15921263375,127.58,,zar,mobile,DISPLAY
"October 09, 2024",1028923032,961660,black friday,ENABLED,654579,67567,3948,11030540973,390.31,,,,youtube
26-10-2024,5720403819,232977,Awareness_Display_ZA,,840862,77764,254,2584365653,17.44,1672.41,zar,Desktop,display
"September 18, 2024",9083815494,303533,Brand_SA_Q1,enabled,89407,54894,989,9164424872,0.59,1331.32,,,SEARCH
25-05-2024,8423274899,277687,black friday,enabled,146144,9097,29,260124160,0.24,4351.26,zar,,search
20240717,6761795760,391749,Awareness_Display_ZA,paused,736336,10150,519,2188286619,7.43,,,MOBILE,
"February 20, 2024",9907382880,242914,Awareness_Display_ZA,REMOVED,123664,97809,9382,123447161140,487.13,4344.74,,Mobile,SEARCH
2024-06-03,7113622052,499266,Black Friday 2024,REMOVED,636669,40257,3519,7379569554,103.91,,ZAR	,Mobile,display
2024-11-26,9788266704,803444,retargeting lapsed,,382158,87001,3744,44993078330,59.87,4098.97,USD,mobile,
"May 09, 2024",8593044641,368457,retargeting lapsed,PAUSED,380819,85239,723,3252370003,,2092.56,USD,tablet,display
2024-03-06,5035747708,945352,brand_sa_q1,REMOVED,502937,40386,451,1162145087,18.4,4999.88,zar,MOBILE,DISPLAY
01-08-2024,1429739379,956005,black friday,,366345,14626,424,971919684,38.84,,ZAR	,DESKTOP,YOUTUBE
23/04/2024,9674385364,797254,black friday,REMOVED,793785,40854,1104,12315012868,45.33,72.36,ZAR,desktop,display
27-04-2024,1975082384,369271,black friday,enabled,107747,76712,6975,13655669937,650.09,2659.75,usd,Mobile,DISPLAY
04/12/2024,2222372088,330251,retargeting lapsed,REMOVED,349767,84343,3581,50207590766,357.43,,zar,,
2024-06-29,8940735281,481432,UNKNOWN,PAUSED,849247,72713,4364,20184513138,122.96,588.4,ZAR ,Desktop,display
2024-06-16,9428995899,587464,BRAND SA Q1,enabled,149814,48692,451,2336675408,9.56,,USD,Desktop,SEARCH
"April 04, 2024",8809009467,210994,Brand_SA_Q1,REMOVED,444171,58832,5850,58206391707,115.07,735.93,USD,,
17-01-2024,8914999333,686996,UNKNOWN,REMOVED,281242,76477,2023,27669443680,100.6,,zar,DESKTOP,youtube
20240427,6176860410,914037,BRAND SA Q1,enabled,904068,87818,6022,85516262567,,4524.65,ZAR,tablet,youtube
"May 05, 2024",6361201724,306011,BRAND SA Q1,,624621,89498,6826,87113366627,239.97,,ZAR	,desktop,DISPLAY
,,364011,Awareness_Display_ZA,ENABLED,436470,5853,174,2530831361,1.44,2921.21,ZAR,,YOUTUBE
07/06/2024,3906261379,772004,retargeting lapsed,enabled,110821,84468,7961,38251984269,318.03,1605.91,,,DISPLAY
,3336840144,496933,Awareness_Display_ZA,paused,377752,22851,1344,2539881341,52.72,4544.0,USD,,youtube
"April 29, 2024",7502971125,573728,,REMOVED,726858,93374,3917,46342677707,78.03,,usd,tablet,display
"May 29, 2024",3601388597,434276,brand_sa_q1,ENABLED,980692,67891,651,8567502165,16.88,2228.2,zar,MOBILE,
03/11/2024,9185481089,591627,retargeting lapsed,paused,287363,82967,3414,2192931970,212.97,1905.78,ZAR ,desktop,YOUTUBE
20240625,4421826917,644802,,ENABLED,935872,7966,125,671554338,7.23,404.83,zar,MOBILE,SEARCH
16/06/2024,8306226575,876988,retargeting lapsed,ENABLED,927827,68421,3486,18022750300,332.1,2130.07,ZAR ,,display
27-07-2024,6498046060,426781,retargeting lapsed,PAUSED,946780,37267,3097,30026254419,297.47,,ZAR,DESKTOP,display
2024-01-24,8326960520,620963,Awareness_Display_ZA,PAUSED,,80817,7765,,490.51,1028.72,ZAR,,
2024-04-13,4027315484,909450,BRAND SA Q1,REMOVED,641896,39141,1254,12981436069,72.59,1670.45,,Mobile,display
2024-09-19,3345336521,578974,Awareness_Display_ZA,REMOVED,146872,94736,3023,44551594131,,,usd,,search
13/05/2024,3023832781,999198,UNKNOWN,paused,103561,78718,3587,14597826460,3.2,,usd,,
25/08/2024,7645499629,464949,Brand_SA_Q1,PAUSED,266117,50632,3961,32629682263,261.72,,ZAR,tablet,
2024-06-09,2233758343,791388,Brand_SA_Q1,enabled,516889,11801,591,3446376138,11.55,416.93,ZAR	,mobile,
"September 18, 2024",4531166394,370474,Black Friday 2024,,401211,56017,2871,23573884477,220.94,,usd,Mobile,search
20241020,6341982891,157156,Brand_SA_Q1,ENABLED,150844,32829,66,81879199,0.39,890.21,USD,,SEARCH
2024-03-17,9372499309,449718,Black Friday 2024,,968355,4781,218,3153176244,12.07,159.74,zar,Tablet,search
20241217,3817438446,656678,Brand_SA_Q1,PAUSED,113692,49500,2981,5647463064,30.88,1174.22,ZAR,,DISPLAY
20241206,3103227642,839937,Awareness_Display_ZA,PAUSED,398422,85766,6601,30191727746,225.37,270.63,ZAR,Tablet,search
"October 19, 2024",1491262466,435067,brand_sa_q1,,435676,75742,2210,13255532846,205.73,,,,DISPLAY
"March 09, 2024",6301597352,502709,Retargeting_Lapsed,PAUSED,903326,55438,3235,25911608039,252.3,,,tablet,
"August 06, 2024",3675075543,352767,black friday,PAUSED,31659,69755,2440,,232.18,,ZAR,,SEARCH
06/08/2024,8352468345,434078,retargeting lapsed,enabled,949523,41406,1211,8311093084,58.38,,ZAR	,mobile,
20240308,7121635578,628735,UNKNOWN,,819966,93065,8429,39827470895,,,ZAR	,Mobile,display
16-02-2024,3503148660,667721,Awareness_Display_ZA,enabled,109968,48450,831,11578037131,11.36,,ZAR	,Tablet,
"August 05, 2024",8892213684,835997,Retargeting_Lapsed,,32161,86687,1732,12470200001,160.02,,,,youtube
30-09-2024,1768652322,812648,black friday,PAUSED,411071,92014,7444,47900072971,265.32,,ZAR	,tablet,DISPLAY
2024-06-30,3938524562,145749,Retargeting_Lapsed,enabled,224666,10227,21,127584255,1.94,2554.85,usd,Desktop,SEARCH
"August 30, 2024",4008590849,888602,,REMOVED,391656,49613,2728,15355995251,247.63,,USD,Mobile,
"May 24, 2024",2816526142,601449,Black Friday 2024,PAUSED,270136,99512,6559,36441518754,32.81,,USD,MOBILE,
13-05-2024,3609222990,509254,BRAND SA Q1,enabled,357787,57407,317,4252154594,11.48,1264.01,ZAR	,,youtube
15/02/2024,3717103103,756051,brand_sa_q1,enabled,756888,11033,547,4908153196,50.0,,zar,,search
05/12/2024,8150878931,577218,Brand_SA_Q1,paused,860034,66801,1526,3776047346,117.65,3527.24,ZAR	,MOBILE,
,7569310817,631935,UNKNOWN,PAUSED,526339,12006,599,5300993225,,4268.21,usd,MOBILE,youtube
,6138475730,323652,UNKNOWN,ENABLED,500605,76903,673,,30.61,,ZAR	,desktop,
