date,channel_id,video_id,video_title,country,device_type,traffic_source_type,views,watch_time_minutes,impressions,impressions_click_through_rate,likes,comments,estimated_revenue_usd
17/01/2024,UC94810004575,kZD8LehMkxQ,Product Demo,za,TABLET,,50778,1094.6,335177,0.0608,6692,2174,
2024-10-02,UC67594970694,BEmYaQRU8MT,,South Africa,TABLET,,36521,,298923,0.0629,1377,1032,55.6531
16/03/2024,UC30143622490,SREA9iHaNvw,,rsa,,,68945,78570.6,612638,0.1848,8590,3438,50.2472
"August 23, 2024",,c-3TMcbClbD,Product Demo,ZA,,PLAYLIST,5565,1822.0,43322,0.1139,327,127,6.5414
30-03-2024,UC14371310195,y38NdB0vVAc,,RSA,TV,YT_SEARCH,66063,35786.1,277110,0.0067,2455,,
09-10-2024,UC68172909996,NVM-WA-alVm,Product Demo,,TV,,70064,75731.0,618643,0.0723,208,555,
23-09-2024,UC44653685186,hjZ70w-uJNt,,south africa,TABLET,YT_SEARCH,25624,75530.2,82284,0.0665,1250,1009,63.2693
20240114,UC86843895158,,Customer Testimonial,,UNKNOWN,BROWSE,20698,47798.9,,0.1957,964,529,
20241106,UC15945156282,ZmOhS2doTlh,Brand Story 2024,ZA,TABLET,,46818,131371.4,150190,0.0553,7801,954,44.9525
20240225,UC67132215257,wCvR_FX8Rhn,,ZA,MOBILE,BROWSE,37742,38204.7,217793,0.0142,3537,1250,3.0037
20240123,UC57074175172,qyAOP0cERLr,,South Africa,DESKTOP,PLAYLIST,76694,31064.2,552957,0.2463,14775,1533,96.6183
2024-08-13,UC58978476048,XwDOXgAZVue,,rsa,TV,EXTERNAL,25707,29379.9,192767,0.1449,3715,148,
2024-06-08,UC75199212478,Vjzx9ncoECI,Brand Story 2024,rsa,TV,PLAYLIST,81493,199552.4,419506,0.0779,2305,,33.043
20240704,UC91279089896,7IUbKRndP-M,Customer Testimonial,RSA,MOBILE,YT_SEARCH,79451,193374.8,610718,0.1982,6401,1677,
05-08-2024,UC50336980622,NxPNbBov-f4,How It Works,,DESKTOP,EXTERNAL,63545,78958.4,59358,0.1432,10721,900,95.0904
01-01-2024,UC28593472062,j2RKPLAPviS,,,TV,YT_SEARCH,78817,136962.5,86926,-0.0017,15612,1765,56.7893
2024-11-15,UC25547275357,R39GuybrPp-,Customer Testimonial,RSA,TV,BROWSE,80457,19091.3,121885,0.1823,1642,3310,
2024-05-19,UC88497537018,vrP10KpD2yq,Product Demo, South Africa,UNKNOWN,BROWSE,5444,2490.7,41893,0.167,96,106,25.1393
2024-07-22,UC86705029527,WKo9tasZaRU,Customer Testimonial,south africa,UNKNOWN,,55163,72934.5,524993,0.0971,6180,,131.562
20/03/2024,UC15387160671,rZJkCB12zjj,Customer Testimonial, South Africa,TV,EXTERNAL,96965,250786.7,809746,0.0246,2036,3654,478.8987
"August 04, 2024",UC12556462833,Vq1sumx69P3,,za,MOBILE,EXTERNAL,18223,33755.6,127593,0.2122,1840,118,57.8215
"August 31, 2024",UC41076439969,dzen-UeWxFk,,,,SUGGESTED,39131,43335.6,,0.0052,487,,32.6862
09-04-2024,UC83316924539,W50HCKkMBEN,Brand Story 2024,RSA,,YT_SEARCH,98113,69463.9,409881,0.099,358,694,399.5816
20240328,UC84614467199,HhJ3VHSfug0,Brand Story 2024,RSA,DESKTOP,SUGGESTED,49317,5402.6,465162,0.0969,5115,1800,152.2367
"September 11, 2024",UC27482333952,T_X689J6NvY,Brand Story 2024,,,EXTERNAL,77520,102602.7,40728,0.0977,13546,1442,146.5701
2024-06-18,UC42527435023,7baWfQDmWVx,Brand Story 2024,,DESKTOP,YT_SEARCH,53092,56484.7,250679,0.117,4769,332,34.378
12/12/2024,UC35905098064,vAcF7GZnVyZ,Customer Testimonial,south africa,,EXTERNAL,73541,218268.7,263074,0.0069,7757,1599,119.1077
20240906,UC39709661079,TyB_-sEyHuM,Brand Story 2024,,DESKTOP,YT_SEARCH,64577,,247068,0.0458,4780,2237,39.0185
"December 23, 2024",UC76113934479,i_ZBfDNOTvV,Brand Story 2024,South Africa,,,56813,,2894,0.203,6175,1498,255.1822
17-07-2024,UC97385553878,u_1LPp8DNFS,,south africa,UNKNOWN,,57727,15102.7,431057,0.1119,10384,1305,176.9185
2024-05-15,UC53568167206,SCcepUeSDfl,Brand Story 2024,,DESKTOP,,2658,829.1,23776,0.083,234,91,0.008
10/08/2024,UC48604225981,pS5DsXTzQYn,,South Africa,DESKTOP,BROWSE,68183,153954.3,75681,0.0408,6924,2003,240.8819
2024-04-06,UC56000350291,4aqFQW8xt_9,Brand Story 2024,ZA,MOBILE,EXTERNAL,75470,217183.6,463964,0.1543,4013,1733,
16-08-2024,UC99513194904,HVjE-LE0n8x,How It Works,ZA,UNKNOWN,SUGGESTED,23293,,179457,0.2031,896,86,-0.7007
20241201,UC33505992958,TPCtvyQJXtS,,rsa,TV,PLAYLIST,57122,137790.3,421693,0.1824,2438,2299,226.9421
"August 12, 2024",UC49720733626,FS_dyLw5TgU,,rsa,UNKNOWN,,49381,147691.4,360192,0.1929,5752,,
20240612,UC21700542134,dxs1stqPfYx,,,UNKNOWN,YT_SEARCH,68859,20716.0,197329,0.1871,4989,3425,56.4353
14-03-2024,UC61127232499,I9yAwHJKYcW,,South Africa,MOBILE,YT_SEARCH,74895,201909.3,89518,0.2005,14460,1051,261.2612
30/03/2024,UC50543846229,p9fFOfb2O8R,Brand Story 2024,,DESKTOP,SUGGESTED,99153,215720.0,166073,0.1853,9420,872,340.1366
20240212,UC68433674632,kdnZxBn1vtG,How It Works,South Africa,MOBILE,,69176,8593.1,669274,0.0145,12285,2884,
20240102,UC32813942646,nw1R9xUXduG,,,TABLET,,96660,258467.0,220693,0.2035,17403,2595,
2024-03-13,UC19265041287,uvMokSST5jW,, South Africa,TABLET,BROWSE,26113,11072.8,82072,0.0963,5037,673,
23-03-2024,UC97444282929,ZAfjGj7-Ahb,,,DESKTOP,,56323,,352200,0.0091,1546,2593,253.8404
30/05/2024,UC58558586345,,Brand Story 2024,South Africa,,PLAYLIST,66781,48748.3,47335,0.1952,952,2321,160.0679
"September 04, 2024",UC54019193811,ybL1IXHrAzQ,,,UNKNOWN,BROWSE,97609,115909.4,764231,0.1597,4157,355,337.4254
"November 22, 2024",UC92067464146,kL0FbipoYFH,,,UNKNOWN,SUGGESTED,86478,127538.3,256126,0.1953,,1472,214.3465
15/04/2024,UC42388355778,,,,DESKTOP,SUGGESTED,81912,218800.7,66173,0.2232,7099,2636,34.4772
2024-07-31,UC64089162903,i13Qt-YvS-l,Brand Story 2024,,,PLAYLIST,16592,41217.0,16547,-0.0048,1184,769,57.5964
20240808,UC68508117231,oNkb4RGpTGO,,rsa,UNKNOWN,PLAYLIST,76449,32739.6,330444,0.0791,,1434,
26-08-2024,UC91345146780,HV1otOHMhhq,,South Africa,,SUGGESTED,25406,60632.7,4734,-0.0058,4378,208,54.5355
,UC96100385508,LcsZOB7uTX1,Product Demo,rsa,TV,EXTERNAL,48594,127867.9,417476,0.1472,2297,435,
23-04-2024,UC93071120359,Qi_CMTwpL85,Customer Testimonial,South Africa,MOBILE,,74821,101983.8,240681,,4516,3582,109.6413
24-12-2024,UC81934533836,stIaVg874Cz,,RSA,,,45106,88880.3,144439,0.0446,8043,1204,180.6167
2024-04-13,UC66546458311,LXDDoO0GLQ0,Brand Story 2024, South Africa,UNKNOWN,,86556,218112.3,582766,0.1197,16016,2618,231.6933
20240612,UC71282429558,pr4Atr_jeW8,Product Demo,rsa,MOBILE,SUGGESTED,35761,,284545,,3969,89,116.8729
20240526,UC62874240433,dkjk1xYS7cF,How It Works,ZA,DESKTOP,,33537,22464.1,158297,-0.0074,6295,1238,102.6643
24-05-2024,UC13017387636,seZ7u9tueP3,Customer Testimonial,ZA,,BROWSE,58175,107738.9,139848,0.0773,9336,529,
,UC37715878108,OPZKCRUFkoN,Product Demo,South Africa,TV,SUGGESTED,80217,172663.4,736955,0.0112,456,2547,
,UC95793920641,-0c41N30MKx,,za,MOBILE,YT_SEARCH,40419,3054.2,264675,0.236,6287,1011,145.7811
2024-09-18,UC15048733040,stZjyObfYqt,, South Africa,TV,PLAYLIST,46885,112930.4,54045,0.1204,7448,194,227.0244
21/05/2024,UC73319691585,7FJtuylS_ss,Product Demo,south africa,MOBILE,,83208,155800.5,666255,0.1737,11252,2131,198.7486
"March 24, 2024",UC60943484402,Jrqxx4oEnY_,, South Africa,MOBILE,BROWSE,85039,162693.8,76773,,2634,949,207.7188
08/01/2024,UC65636577540,2IMrg-NvCPB,,ZA,TV,,79349,118590.2,456770,0.1421,11457,2113,267.5669
20240320,UC27711458651,dAAOYjETCc-,How It Works,,UNKNOWN,PLAYLIST,56387,120465.7,286710,0.0582,6695,2447,160.9303
20240311,UC34126748575,vFaKZMKUMNZ,, South Africa,TABLET,PLAYLIST,69428,131715.4,,0.0981,891,1517,182.7365
20241107,UC84778737388,HRY3xEr9Cr_,,South Africa,TV,BROWSE,61272,61042.9,535947,0.1423,12023,1790,
07-09-2024,UC30271562053,ppclIiflfPT,Product Demo,rsa,TV,SUGGESTED,4209,10952.0,,0.1755,530,,-0.7524
16/03/2024,UC12743245295,j9bT-DRuNbA,,South Africa,MOBILE,EXTERNAL,35184,67624.6,138289,0.1247,4681,1152,24.0275
20240408,UC59651071647,lwGRR8WHCTj,,ZA,UNKNOWN,YT_SEARCH,91717,6131.9,699266,0.2231,6678,2442,320.4693
15/08/2024,UC56686199018,vjJqE8T6fL8,,ZA,,YT_SEARCH,60493,67185.3,251391,0.0197,744,1693,290.3439
22/06/2024,UC11926997720,J9834dQ-5AV,,,TV,,97920,228495.8,680601,0.2223,8266,,41.2151
2024-10-07,UC43457274695,LInLYiYoB-Q,, South Africa,TABLET,YT_SEARCH,66382,132106.4,211462,0.115,11985,2001,1.2264
2024-08-19,UC71626531605,W3vYMzO3exP,,rsa,MOBILE,,84208,23926.5,296396,0.2396,3910,2589,55.6725
2024-11-01,UC29550849970,_wcbXbeq_Vv,How It Works,rsa,TV,BROWSE,22101,4795.8,33395,0.1645,3111,651,35.6846
17-05-2024,UC31985601813,f1cvqECdy8I,Brand Story 2024,rsa,UNKNOWN,SUGGESTED,13583,6382.0,54484,,140,489,60.3103
20240219,UC89129369115,ad3SUOGD9vV,Customer Testimonial,,UNKNOWN,EXTERNAL,35192,,43455,0.0272,2212,1005,156.4208
20240206,UC79464667584,k8FBi09kTk2,,,TABLET,EXTERNAL,26193,1314.2,44732,0.1858,2590,1085,98.0662
30/12/2024,UC57157112371,v_IojAZ09_M,,south africa,UNKNOWN,BROWSE,32943,60095.6,238830,0.2261,4144,880,
"June 06, 2024",UC82128831322,RaFeCbHBQVe,Product Demo,,MOBILE,,65161,92271.2,463864,0.0358,4427,2318,
"November 14, 2024",UC99284357184,sjEOPMsR9sC,,,,EXTERNAL,27428,62225.5,182513,0.0627,4943,715,26.0906
,UC99798647328,bCME_uRzZCH,,,DESKTOP,EXTERNAL,57651,86097.4,254883,0.1153,3591,2699,113.5271
31/08/2024,UC16306384577,aREOEq-o-vh,Customer Testimonial,south africa,,,55308,98073.5,73703,0.1351,823,1664,
15-08-2024,UC52958951690,R6oteqB-gUg,Brand Story 2024,ZA,,,95112,119763.1,306800,0.2012,6449,2296,32.1223
"November 21, 2024",UC56424332723,WKNOhuRyg4E,Product Demo,,MOBILE,BROWSE,83107,34613.8,614853,0.0245,6867,1334,
,UC82660478406,,Product Demo,ZA,UNKNOWN,SUGGESTED,73336,209736.4,406188,,11233,287,324.1668
03-01-2024,UC11126249896,_yoErWhFD4z,Brand Story 2024,rsa,TV,,3615,6589.5,287,0.0094,420,,9.7676
14/11/2024,UC98128892414,i0AmtfSFnzQ,,,,,50098,11777.3,305910,0.0762,1886,1639,79.9204
23-09-2024,UC26548900919,6dYDAYnMC1J,Product Demo,,TABLET,YT_SEARCH,34338,32279.7,19286,,1882,993,104.5588
2024-09-24,UC46776652869,BHXzPbPPdng,Product Demo,South Africa,MOBILE,,35548,36602.3,227695,0.2044,5599,1582,
13/10/2024,UC44921617069,BQ8eAsLKnir,Brand Story 2024, South Africa,MOBILE,,69023,100563.9,591870,0.2301,5782,3440,3.9227
"August 23, 2024",UC78107498661,pNpCoYmaGFq,Brand Story 2024, South Africa,,,25241,41921.6,,,3623,,16.5441
2024-01-31,UC79377289044,Tx7-yPwMREi,,,,,57136,50115.7,230947,0.005,10047,458,226.2922
2024-10-15,UC25533411426,2H1gSsgSjKU,How It Works,ZA,DESKTOP,SUGGESTED,19238,35862.1,129589,0.1232,3039,523,17.5888
"December 30, 2024",UC38767857223,_5WW3Lk-Yip,Brand Story 2024,South Africa,MOBILE,BROWSE,60180,56588.6,563131,0.0223,9544,1002,57.6274
20241209,UC48180834649,HPUQ8Hn0TsR,How It Works,ZA,TABLET,YT_SEARCH,7182,21204.9,35502,0.0725,635,157,6.7276
2024-06-18,UC42527435023,7baWfQDmWVx,Brand Story 2024,,DESKTOP,YT_SEARCH,53092,56484.7,250679,0.117,4769,332,34.378
01-09-2024,UC84170495061,jUuIzOtxKit,How It Works,ZA,TV,PLAYLIST,79275,139391.1,524835,,13883,597,37.4124
,UC97091362502,blmA7oix_zU,,,TABLET,BROWSE,37031,76869.5,297538,0.1297,3374,143,55.9167
13-06-2024,UC68411183320,lYAGgBoRrmS,,,MOBILE,EXTERNAL,26939,42291.9,16123,0.0655,,501,40.086
"October 23, 2024",UC80748339320,IQKspdqZxTf,Brand Story 2024,rsa,,BROWSE,1558,3409.9,1798,0.0487,113,41,5.4883
20241027,UC50191508856,j7ZsdcqOSWS,,south africa,TV,,58825,142203.9,326367,0.2497,4273,1325,64.4907
2024-12-06,UC43356756158,_1a8nIFXfy8,Product Demo,,TV,YT_SEARCH,73424,,62261,0.2048,9116,904,191.0704
18-09-2024,UC84569195725,7dxeliILd4z,,,MOBILE,,10039,,14183,-0.0012,1418,328,
"July 31, 2024",UC34369770903,MfAzMqZL9G1,,South Africa,,EXTERNAL,2752,2967.5,21147,0.0618,78,29,-0.5932
02/06/2024,UC93417115648,JrGhMOYmapQ,Product Demo,South Africa,,BROWSE,7875,1109.5,35190,,264,45,31.3203
2024-05-12,UC82260928840,-nbIVHuM06f,Customer Testimonial,,TV,,18047,21434.2,,0.1693,551,666,12.3074
15-03-2024,UC88183525063,j2n4HtMZ3NK,How It Works,,MOBILE,BROWSE,45067,105985.5,309348,0.2392,6732,101,159.9908
2024-08-17,UC75468255835,uHuKAUFo_Bc,,south africa,MOBILE,BROWSE,10808,31850.9,98247,0.1413,352,538,
13/01/2024,UC15664671623,-7oyqFCSxn4,Product Demo,ZA,,SUGGESTED,69325,32914.2,681539,0.2329,2196,2603,279.3507
"January 31, 2024",UC50644041513,qsXJB72MCua,,,TABLET,EXTERNAL,84264,170900.2,185910,0.245,7780,,110.7375
10/02/2024,UC55617027690,I9rs7NHjA0Q,Brand Story 2024, South Africa,TV,SUGGESTED,9979,,82821,0.2095,499,1,12.9172
30-04-2024,UC55758558234,Pr0NZIAmT5H,Brand Story 2024,South Africa,,SUGGESTED,89825,93969.2,190023,0.0797,12787,2812,303.7902
20240804,UC93519527582,V_1BZY_yoLK,Brand Story 2024,ZA,MOBILE,,78478,179350.3,246060,0.0062,2350,,
12-11-2024,UC47272711497,16esXjBdv_5,Brand Story 2024,south africa,TABLET,EXTERNAL,28033,35781.4,22906,0.1425,2371,1235,30.2733
2024-09-20,UC16323160482,Hzef3ea_O4i,,South Africa,TABLET,BROWSE,703,1349.0,428,0.0106,51,,0.1455
22/06/2024,UC94025134762,-A6J0r7I6lO,,ZA,DESKTOP,EXTERNAL,7061,1286.5,20957,0.1035,749,98,9.1898
30/04/2024,UC89905288351,RYfvcRFaoME,Customer Testimonial,,TABLET,YT_SEARCH,72147,215782.9,277783,0.194,5571,,
13-10-2024,UC82934757823,HONq3gW4T_7,,,TABLET,EXTERNAL,65916,74409.6,141835,,755,928,289.2835
"June 08, 2024",UC45362136260,YDxbYGvGS2K,,ZA,,,39395,49624.0,80149,0.0753,5623,1286,
09/05/2024,UC20756173191,6x7ll33UCib,, South Africa,TABLET,,56413,101690.1,454579,0.0454,3272,2088,162.8826
03/03/2024,UC79652461501,xIGyk1rB8Sh,,rsa,TV,YT_SEARCH,22502,62161.2,191594,0.1904,1988,756,20.0382
"October 05, 2024",UC90214751106,-_iOzi9jj-t,Customer Testimonial,South Africa,,EXTERNAL,18723,38924.3,65137,0.0875,2806,,0.7283
29/04/2024,UC89932879312,d0ZwqSYyYQ_,Customer Testimonial,za,,SUGGESTED,99444,175446.6,985717,0.1837,13770,4869,139.4559
,,iJxt729SJ0W,Product Demo,ZA,TABLET,YT_SEARCH,95584,53741.3,269376,0.0857,15161,1552,298.7395
"May 04, 2024",UC90584841706,de46Tfy_5Zd,,RSA,DESKTOP,,37204,78751.8,134879,0.0964,6959,501,
19-02-2024,UC76167343458,65qgbe6TgcB,How It Works, South Africa,,BROWSE,29018,51095.9,153767,0.0826,31,1430,132.1466
20241209,UC72176562650,4Mbb6oXerlz,,RSA,MOBILE,SUGGESTED,66110,56309.4,358341,0.2064,11623,535,
"February 24, 2024",UC30125782511,uAJOoWBFGnU,Brand Story 2024,south africa,UNKNOWN,SUGGESTED,6956,6453.7,20920,0.156,18,296,26.9426
,UC59146164605,9mjPV1miIBf,Brand Story 2024,RSA,TV,SUGGESTED,13235,6008.4,123639,0.0389,2036,584,29.1463
07/07/2024,UC70743912721,5j6aCzCLsNW,,RSA,TV,SUGGESTED,83312,25395.9,483632,,5189,2332,91.2778
2024-04-26,UC22244137438,A7oIGxJbKcu,Customer Testimonial,south africa,DESKTOP,,33303,1789.6,157163,0.0715,1712,1614,
19-08-2024,UC83676206428,TqG-JGQaQCN,How It Works,RSA,,EXTERNAL,30190,76106.4,47099,0.0806,2538,,115.4041
18-03-2024,UC62406639361,eRFZA8v4RIj,Product Demo,South Africa,TV,PLAYLIST,2349,661.8,18628,0.0912,63,107,10.6784
"April 22, 2024",UC95971670298,o8_FQdZ--HW,,South Africa,MOBILE,EXTERNAL,92248,124261.0,762025,0.1862,7014,660,266.7877
"May 29, 2024",UC78493745014,RuIrajGF2x6,Product Demo, South Africa,UNKNOWN,SUGGESTED,21757,37954.5,22286,0.0426,592,1,96.8466
"April 01, 2024",UC63665667790,2toKm71PP7i,,South Africa,TABLET,,32392,23489.3,272903,0.1385,6346,993,106.7281
19/10/2024,UC13296384537,fLS-h-aZLyA,,,DESKTOP,,80915,73875.2,776660,0.162,4706,3209,
2024-03-25,UC83573195042,IdYoDeuCBsu,,,MOBILE,PLAYLIST,76279,,723187,0.1564,14355,1582,
30/08/2024,UC71275570092,,How It Works,ZA,,YT_SEARCH,59094,57534.4,311511,0.2042,1653,147,274.3647
2024-06-23,UC21247053722,O4WNGstQBG7,Customer Testimonial,south africa,UNKNOWN,YT_SEARCH,88912,213434.8,217703,0.101,3834,1800,
29-09-2024,UC47839309325,VZu-YvHo0BQ,How It Works,South Africa,TABLET,SUGGESTED,25098,61622.8,,-0.0082,4090,645,
20240513,UC32793433534,WCck0e_lCoc,,,TV,SUGGESTED,75833,217844.9,380245,,,2151,345.6833
20240917,UC85861442894,X2qRHiRGFoK,,RSA,UNKNOWN,YT_SEARCH,31660,67494.2,300608,0.1289,1623,841,88.2765
"August 28, 2024",,8xeCBSQBuUY,How It Works,RSA,TV,EXTERNAL,73766,85341.9,370942,0.2161,12654,1606,21.7437
"January 03, 2024",UC17709806442,XKtit1P3Z2Y,How It Works,,TABLET,BROWSE,82010,226717.5,425382,0.1558,8565,1906,76.2466
09/06/2024,UC13246277513,aMfT1Lg41k2,Product Demo,za,DESKTOP,SUGGESTED,46816,107445.1,94219,0.1715,1241,1572,82.224
15-09-2024,UC88292823144,6Smy7S57Pw2,Product Demo,RSA,DESKTOP,PLAYLIST,94735,76248.3,,,5729,1055,254.6478
09-08-2024,UC19563836575,rlLVcx1O_u_,, South Africa,UNKNOWN,BROWSE,66084,117592.9,279729,0.1389,8108,2972,269.463
28/07/2024,UC17063217697,wjJQ5xSBC4k,Product Demo,South Africa,MOBILE,PLAYLIST,22910,12965.6,120798,0.1235,799,403,89.9923
14-05-2024,UC68234790555,LmSarWYDv2y,Customer Testimonial,,,BROWSE,84569,126343.9,690334,0.0218,10219,68,348.8881
20240621,UC36518627706,rgrlsv___hK,Customer Testimonial,za,TV,EXTERNAL,80470,193523.8,48929,-0.0014,7753,217,
22/07/2024,UC49959906517,6cWy6OhafNZ,,ZA,MOBILE,,23798,43888.3,147509,0.1864,3196,1129,38.4451
"February 17, 2024",UC10055895489,aA2RGc323Sj,Brand Story 2024, South Africa,MOBILE,SUGGESTED,88888,78333.9,71141,0.0946,13746,3417,
06/03/2024,UC67703563805,THhfo9QojUP,Brand Story 2024,ZA,UNKNOWN,PLAYLIST,59228,49270.5,269410,0.2421,1955,458,0.9422
05/05/2024,UC63699515061,M2prIHymMI_,Brand Story 2024,za,MOBILE,EXTERNAL,71275,10377.6,252008,,4847,1496,
2024-05-30,UC22388141885,Z3tNqvAfenZ,,ZA,UNKNOWN,SUGGESTED,33564,1887.0,313246,0.0184,292,1063,80.8271
30/11/2024,UC26751035481,gJ5fJln1m-t,,za,,BROWSE,14868,,40341,0.0692,1771,67,34.8296
,UC51729909604,O3LSGJHKWgp,, South Africa,TV,SUGGESTED,1708,2778.3,16599,0.192,116,71,0.4077
"March 11, 2024",UC76804869780,N81JsE14CXt,,South Africa,UNKNOWN,BROWSE,19208,17842.1,14078,,1729,869,
20240119,UC11864619822,DJnojLQ8Vio,Customer Testimonial, South Africa,TV,YT_SEARCH,25307,66964.3,196088,-0.0094,469,470,104.7132
06/11/2024,UC72602874846,-OOWpXhP1_f,,South Africa,TABLET,YT_SEARCH,80421,180094.8,662290,0.0602,12463,3885,377.3891
30/12/2024,UC16488251891,apJlE7vZnGt,Customer Testimonial,,UNKNOWN,,3464,419.2,30452,0.0872,66,126,
"March 10, 2024",UC77964296866,pl2pGD2wlvd,,,UNKNOWN,PLAYLIST,5741,13487.4,,0.1294,1106,255,
"March 09, 2024",UC23972244856,Fqp42oUvw72,Brand Story 2024,,,PLAYLIST,34008,,120954,0.0566,4928,,40.7449
20240928,UC60033297572,w0gK_yT_bDT,Customer Testimonial,,TABLET,EXTERNAL,40230,62989.3,385411,0.2085,1999,1273,37.3081
,UC14199051134,OO374dcjZP2,How It Works,,TV,YT_SEARCH,63848,8129.3,192717,0.015,4427,2384,
"February 21, 2024",UC33325528325,5RPD8prQWuT,Product Demo,south africa,,SUGGESTED,17364,15543.6,61630,0.0725,2062,464,81.6731
20-03-2024,UC82009108713,_FlORriiRvj,How It Works,RSA,,SUGGESTED,67544,25723.6,365338,0.0172,,43,
2024-05-21,UC26813320107,No2MJXa9qJB,Product Demo,ZA,MOBILE,EXTERNAL,31874,6249.8,91983,0.0343,5521,647,92.3427
09-10-2024,UC68172909996,NVM-WA-alVm,Product Demo,,TV,,70064,75731.0,618643,0.0723,208,555,
20241202,UC26795414752,WkBXF5bZemq,,RSA,MOBILE,SUGGESTED,93590,228269.7,829802,0.0971,16827,178,33.1966
2024-08-02,UC77560462824,bfsNT0shEAj,,,UNKNOWN,EXTERNAL,69539,14195.7,394959,0.1889,5381,3445,79.7011
2024-11-18,UC90868833249,7gaN2B-apPn,Brand Story 2024,ZA,TV,EXTERNAL,4017,8058.3,1200,0.0223,513,83,0.0673
20241015,UC17662619718,,,,,SUGGESTED,17176,48909.5,107119,0.063,197,91,22.9686
09-04-2024,UC54672762116,Q9-ahmjy9VG,, South Africa,TV,,37233,52263.5,340780,-0.005,2100,1734,
"October 03, 2024",UC40573241774,jn5HKtoOBak,,ZA,DESKTOP,SUGGESTED,10624,18072.2,91612,,1653,,19.5483
27/12/2024,UC10297704935,tdmKTPDZOWW,, South Africa,,,20355,59218.7,48095,0.15,924,254,78.602
"July 16, 2024",UC35130271895,TpEidP-RKMg,Customer Testimonial, South Africa,TABLET,BROWSE,83690,43398.3,250060,0.1165,2757,2806,143.066
"April 19, 2024",UC29680655282,F0lCwM615DH,, South Africa,DESKTOP,,71019,205247.1,351168,,5528,2257,
"March 10, 2024",UC14134176406,vt4IGv6ZuxJ,Product Demo,rsa,,BROWSE,41469,61731.5,233310,,291,927,107.8905
"October 06, 2024",UC65167117893,zkN_wxIcIgF,How It Works, South Africa,TV,PLAYLIST,91857,173787.0,795804,0.021,2891,328,197.6606
07/04/2024,UC61478771186,x8n3W878BNM,Brand Story 2024,za,MOBILE,YT_SEARCH,42767,92999.9,34699,0.1575,5894,1855,91.6546
"April 08, 2024",UC46915854521,zBae8qK-VmP,Product Demo,za,TABLET,PLAYLIST,56498,51515.5,93087,0.2484,,1320,61.5695
29/03/2024,UC42220297381,kQ9rraDwa8J,Customer Testimonial,,TABLET,BROWSE,13427,26591.6,57457,0.1944,2549,350,10.091
2024-11-24,UC72709260737,nevYZyiFhUZ,Customer Testimonial, South Africa,TV,EXTERNAL,69408,68151.8,,0.1592,11828,1034,67.9527
,UC30523893875,DjmsvqrOduL,Customer Testimonial, South Africa,TABLET,SUGGESTED,61719,160305.0,196774,0.2365,,434,148.2741
"August 29, 2024",UC63767228675,-3eHt3YyYsj,,rsa,TABLET,PLAYLIST,72485,12156.0,477764,0.1204,1775,2244,93.5311
20240320,UC17314181644,uVR9VHdS986,,,,SUGGESTED,71995,,215479,0.1223,6364,906,67.3647
"November 27, 2024",UC99723137648,D1jNx3Y6TRs,,south africa,TABLET,,90739,98636.9,569606,0.2424,6828,,29.7662
2024-02-26,UC27481454247,O_2J7szvWXu,How It Works, South Africa,TABLET,YT_SEARCH,801,2326.4,4137,0.1629,136,33,0.9447
20240312,UC87118733942,5TITLWBGHNn,, South Africa,DESKTOP,BROWSE,40316,80707.2,225024,0.0198,2048,1215,64.5786
2024-07-13,UC53910058346,2dbEQ3mZmyf,Customer Testimonial, South Africa,TV,SUGGESTED,3914,328.5,10925,0.0843,488,,
2024-11-06,UC94040974744,VT6hbL75BJ-,How It Works,rsa,,,22924,55603.4,193462,0.2039,517,983,68.9828
"February 25, 2024",UC78113006581,XhmXplSAKTj,Customer Testimonial,ZA,MOBILE,,36691,417.2,175193,0.1402,5351,,125.7013
"December 26, 2024",UC12320330066,N78yCXAcUrv,Brand Story 2024,ZA,,PLAYLIST,59889,52955.1,207661,0.1663,4455,1810,0.6945
01/05/2024,UC88457800998,A53N5Or8wTE,How It Works,,,,84944,236223.8,846591,0.0214,11085,,374.8479
03/09/2024,UC90360696081,VZve4oMZUBK,How It Works,za,DESKTOP,BROWSE,51878,111645.3,275598,-0.0042,9277,2220,222.9019
2024-05-29,UC94543585880,Lm-zZLy2ORM,,rsa,TABLET,YT_SEARCH,39883,90271.8,386116,,420,320,26.9856
"July 05, 2024",UC31371746908,AEfsil6ajZn,How It Works,rsa,TABLET,PLAYLIST,45225,93428.1,346333,0.0282,7080,1642,2.8999
20240415,UC49521385168,I_5chvDbh21,Brand Story 2024,,,EXTERNAL,64018,114968.0,238871,0.1946,2040,,150.7309
"April 25, 2024",UC65101037953,THCfHZ-tjY9,,ZA,TV,PLAYLIST,92908,228839.6,315921,,10017,987,177.6284
23-10-2024,UC29192339100,MC5hXFdqUmX,Customer Testimonial,,MOBILE,EXTERNAL,27888,43361.8,116426,0.0752,1258,,15.4585
2024-07-27,UC10866173245,2336VhS3YUH,,,,BROWSE,14776,8537.6,20705,0.1541,2125,113,66.1203
2024-11-10,UC56610289296,ZaAVvw0C_X8,,,UNKNOWN,SUGGESTED,64365,143158.6,262876,0.2276,4627,2628,257.8366
,UC15002035945,I3--tW8wg6X,,,,EXTERNAL,79872,132926.8,37319,,10336,3568,173.8026
