touchpoint_id,order_id,customer_id,touchpoint_date,channel,campaign_name,attribution_model,attributed_conversion,view_through_flag
TP-006154,ORD-2024-006154,CUST-009186,2023-12-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006155,ORD-2024-006155,CUST-001238,2024-05-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006157,ORD-2024-006157,CUST-003775,2024-05-13,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006168,ORD-2024-006168,CUST-002645,2024-03-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006169,ORD-2024-006169,CUST-010015,2024-05-23,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006179,ORD-2024-006179,CUST-010181,2024-03-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006191,ORD-2024-006191,CUST-008401,2024-01-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006192,ORD-2024-006192,CUST-005008,2024-03-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006195,ORD-2024-006195,CUST-001667,2024-05-22,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006196,ORD-2024-006196,CUST-000797,2024-01-12,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006207,ORD-2024-006207,CUST-004969,2024-04-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006232,ORD-2024-006232,CUST-002053,2024-02-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006237,ORD-2024-006237,CUST-009436,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006239,ORD-2024-006239,CUST-000112,2024-05-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006244,ORD-2024-006244,CUST-002261,2024-03-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006274,ORD-2024-006274,CUST-004086,2024-01-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006277,ORD-2024-006277,CUST-009689,2024-02-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006279,ORD-2024-006279,CUST-007057,2024-01-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006287,ORD-2024-006287,CUST-009669,2024-02-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006300,ORD-2024-006300,CUST-007706,2024-05-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006301,ORD-2024-006301,CUST-008042,2024-01-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006302,ORD-2024-006302,CUST-005043,2024-06-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006311,ORD-2024-006311,CUST-010059,2024-03-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006312,ORD-2024-006312,CUST-005234,2024-04-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006322,ORD-2024-006322,CUST-003000,2024-05-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006324,ORD-2024-006324,CUST-003116,2024-06-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006332,ORD-2024-006332,CUST-007160,2023-12-27,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006339,ORD-2024-006339,CUST-003947,2024-03-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006345,ORD-2024-006345,CUST-003981,2024-02-26,Google Ads,H1_Search_Core_Retail,last_click,0,false
TP-006346,ORD-2024-006346,CUST-006018,2024-06-01,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006364,ORD-2024-006364,CUST-000168,2024-01-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006373,ORD-2024-006373,CUST-000552,2024-02-27,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006382,ORD-2024-006382,CUST-003468,2024-02-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006390,ORD-2024-006390,CUST-005083,2024-02-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006391,ORD-2024-006391,CUST-008493,2024-03-27,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006408,ORD-2024-006408,CUST-004529,2024-05-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006411,ORD-2024-006411,CUST-002705,2024-04-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006412,ORD-2024-006412,CUST-009754,2024-02-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006424,ORD-2024-006424,CUST-001144,2024-05-14,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006425,ORD-2024-006425,CUST-007905,2024-02-09,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-006427,ORD-2024-006427,CUST-003111,2024-06-22,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006433,ORD-2024-006433,CUST-004437,2024-02-13,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006438,ORD-2024-006438,CUST-002600,2024-05-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006440,ORD-2024-006440,CUST-002659,2024-05-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006463,ORD-2024-006463,CUST-004339,2024-05-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006464,ORD-2024-006464,CUST-005731,2024-04-07,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006471,ORD-2024-006471,CUST-008909,2024-02-19,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006472,ORD-2024-006472,CUST-004452,2024-04-15,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006473,ORD-2024-006473,CUST-001364,2024-01-10,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006475,ORD-2024-006475,CUST-007650,2024-06-15,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006477,ORD-2024-006477,CUST-007910,2024-02-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006488,ORD-2024-006488,CUST-000410,2024-05-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006518,ORD-2024-006518,CUST-000391,2024-01-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006523,ORD-2024-006523,CUST-007392,2023-12-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006530,ORD-2024-006530,CUST-001369,2024-06-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006546,ORD-2024-006546,CUST-008188,2024-02-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006558,ORD-2024-006558,CUST-008976,2024-01-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006559,ORD-2024-006559,CUST-003336,2024-05-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006568,ORD-2024-006568,CUST-003686,2024-05-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006571,ORD-2024-006571,CUST-001970,2024-01-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006592,ORD-2024-006592,CUST-006850,2024-04-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006612,ORD-2024-006612,CUST-001015,2024-04-12,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006613,ORD-2024-006613,CUST-001538,2024-06-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006618,ORD-2024-006618,CUST-000617,2024-04-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006636,ORD-2024-006636,CUST-009795,2024-03-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006641,ORD-2024-006641,CUST-004233,2024-04-23,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006650,ORD-2024-006650,CUST-000391,2024-04-14,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006660,ORD-2024-006660,CUST-007668,2024-01-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006663,ORD-2024-006663,CUST-002239,2024-04-04,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006664,ORD-2024-006664,CUST-002839,2024-05-01,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-006667,ORD-2024-006667,CUST-001920,2024-01-31,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006698,ORD-2024-006698,CUST-003077,2024-05-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006713,ORD-2024-006713,CUST-007466,2024-06-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006718,ORD-2024-006718,CUST-006782,2024-05-12,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006719,ORD-2024-006719,CUST-009605,2024-04-04,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006735,ORD-2024-006735,CUST-002206,2024-01-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006737,ORD-2024-006737,CUST-000002,2024-03-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006742,ORD-2024-006742,CUST-006069,2024-06-22,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006744,ORD-2024-006744,CUST-001543,2024-01-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006747,ORD-2024-006747,CUST-005037,2024-03-31,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006749,ORD-2024-006749,CUST-004460,2024-04-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006774,ORD-2024-006774,CUST-010282,2024-06-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006776,ORD-2024-006776,CUST-003932,2024-02-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006783,ORD-2024-006783,CUST-002992,2024-04-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006784,ORD-2024-006784,CUST-002639,2024-02-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006789,ORD-2024-006789,CUST-008365,2024-05-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006796,ORD-2024-006796,CUST-007215,2024-03-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006798,ORD-2024-006798,CUST-005312,2024-05-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006805,ORD-2024-006805,CUST-004564,2024-04-23,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006810,ORD-2024-006810,CUST-009201,2024-01-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006828,ORD-2024-006828,CUST-008309,2024-01-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006830,ORD-2024-006830,CUST-004706,2024-03-07,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006835,ORD-2024-006835,CUST-004933,2024-06-06,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006837,ORD-2024-006837,CUST-001207,2024-02-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006843,ORD-2024-006843,CUST-006532,2024-03-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006844,ORD-2024-006844,CUST-006008,2024-05-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006847,ORD-2024-006847,CUST-004769,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006849,ORD-2024-006849,CUST-008472,2024-06-04,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006865,ORD-2024-006865,CUST-007894,2024-02-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006877,ORD-2024-006877,CUST-004912,2024-03-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006885,ORD-2024-006885,CUST-006620,2024-01-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006887,ORD-2024-006887,CUST-000304,2024-06-15,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-006896,ORD-2024-006896,CUST-001728,2024-02-03,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-006898,ORD-2024-006898,CUST-009122,2024-06-02,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006899,ORD-2024-006899,CUST-004748,2024-04-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006906,ORD-2024-006906,CUST-007809,2024-05-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006907,ORD-2024-006907,CUST-005545,2024-04-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006923,ORD-2024-006923,CUST-005311,2024-04-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006924,ORD-2024-006924,CUST-009103,2024-01-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006938,ORD-2024-006938,CUST-001187,2024-03-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006942,ORD-2024-006942,CUST-003991,2024-04-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006943,ORD-2024-006943,CUST-001295,2024-01-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006952,ORD-2024-006952,CUST-004719,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006953,ORD-2024-006953,CUST-001180,2024-03-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006960,ORD-2024-006960,CUST-005395,2024-05-26,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006961,ORD-2024-006961,CUST-004113,2024-03-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006966,ORD-2024-006966,CUST-001824,2024-04-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006974,ORD-2024-006974,CUST-007185,2024-06-06,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006976,ORD-2024-006976,CUST-005850,2024-06-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-006979,ORD-2024-006979,CUST-007074,2024-06-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-006982,ORD-2024-006982,CUST-004468,2024-05-19,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-006984,ORD-2024-006984,CUST-007483,2024-03-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007003,ORD-2024-007003,CUST-007173,2024-03-12,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-007014,ORD-2024-007014,CUST-001732,2024-03-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007019,ORD-2024-007019,CUST-009514,2024-06-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007027,ORD-2024-007027,CUST-007820,2024-05-07,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007038,ORD-2024-007038,CUST-003006,2024-02-05,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007044,ORD-2024-007044,CUST-005153,2024-02-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007053,ORD-2024-007053,CUST-008348,2024-01-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007056,ORD-2024-007056,CUST-005196,2024-01-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007058,ORD-2024-007058,CUST-004889,2024-03-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007065,ORD-2024-007065,CUST-000081,2024-01-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007067,ORD-2024-007067,CUST-002303,2024-03-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007087,ORD-2024-007087,CUST-002704,2024-04-21,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007091,ORD-2024-007091,CUST-000216,2024-04-24,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007100,ORD-2024-007100,CUST-006010,2024-05-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007102,ORD-2024-007102,CUST-008719,2024-04-11,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007105,ORD-2024-007105,CUST-006096,2024-05-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007107,ORD-2024-007107,CUST-009733,2024-03-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007130,ORD-2024-007130,CUST-000753,2024-04-21,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007131,ORD-2024-007131,CUST-007924,2024-04-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007133,ORD-2024-007133,CUST-002238,2024-02-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007138,ORD-2024-007138,CUST-001933,2024-02-29,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007140,ORD-2024-007140,CUST-010145,2024-03-30,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007144,ORD-2024-007144,CUST-007232,2024-04-01,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007150,ORD-2024-007150,CUST-005084,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007170,ORD-2024-007170,CUST-002226,2024-03-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007180,ORD-2024-007180,CUST-004667,2024-02-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007185,ORD-2024-007185,CUST-002751,2024-03-01,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007202,ORD-2024-007202,CUST-006517,2024-05-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007207,ORD-2024-007207,CUST-009662,2024-06-26,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007209,ORD-2024-007209,CUST-001982,2024-03-12,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007212,ORD-2024-007212,CUST-002180,2024-06-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007215,ORD-2024-007215,CUST-005818,2024-06-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007222,ORD-2024-007222,CUST-004400,2024-04-15,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007224,ORD-2024-007224,CUST-008439,2024-01-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007225,ORD-2024-007225,CUST-005815,2024-06-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007242,ORD-2024-007242,CUST-002405,2024-03-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007244,ORD-2024-007244,CUST-008412,2024-03-10,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007250,ORD-2024-007250,CUST-007126,2024-04-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007252,ORD-2024-007252,CUST-006869,2024-05-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007254,ORD-2024-007254,CUST-000799,2024-03-27,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007276,ORD-2024-007276,CUST-000391,2024-02-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007278,ORD-2024-007278,CUST-005562,2024-04-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007281,ORD-2024-007281,CUST-009677,2024-06-23,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007287,ORD-2024-007287,CUST-007622,2024-05-05,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-007288,ORD-2024-007288,CUST-002074,2024-03-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007290,ORD-2024-007290,CUST-003789,2024-04-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007294,ORD-2024-007294,CUST-009996,2024-04-30,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007300,ORD-2024-007300,CUST-008944,2024-02-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007302,ORD-2024-007302,CUST-001065,2024-02-29,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007306,ORD-2024-007306,CUST-000682,2024-06-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007310,ORD-2024-007310,CUST-006523,2024-05-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007321,ORD-2024-007321,CUST-007018,2024-03-26,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007324,ORD-2024-007324,CUST-000477,2024-04-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007325,ORD-2024-007325,CUST-007998,2024-05-23,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007336,ORD-2024-007336,CUST-007450,2024-04-29,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007337,ORD-2024-007337,CUST-009904,2024-03-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007344,ORD-2024-007344,CUST-005195,2024-05-12,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007351,ORD-2024-007351,CUST-008402,2024-01-21,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007352,ORD-2024-007352,CUST-005030,2024-05-29,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007363,ORD-2024-007363,CUST-003338,2024-04-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007376,ORD-2024-007376,CUST-000988,2024-06-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007382,ORD-2024-007382,CUST-002641,2024-04-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007393,ORD-2024-007393,CUST-009180,2024-05-22,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007413,ORD-2024-007413,CUST-007545,2024-04-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007434,ORD-2024-007434,CUST-004973,2024-01-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007441,ORD-2024-007441,CUST-006127,2024-05-12,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-007445,ORD-2024-007445,CUST-004813,2024-05-26,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007449,ORD-2024-007449,CUST-001094,2024-05-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007451,ORD-2024-007451,CUST-007891,2024-04-15,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007453,ORD-2024-007453,CUST-000498,2024-01-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007464,ORD-2024-007464,CUST-002828,2024-06-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007468,ORD-2024-007468,CUST-007784,2024-05-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007483,ORD-2024-007483,CUST-003961,2024-05-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007485,ORD-2024-007485,CUST-007025,2024-01-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007489,ORD-2024-007489,CUST-006079,2024-06-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007491,ORD-2024-007491,CUST-000295,2024-05-29,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007496,ORD-2024-007496,CUST-006946,2024-01-19,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007507,ORD-2024-007507,CUST-007247,2024-05-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007510,ORD-2024-007510,CUST-005219,2024-02-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007511,ORD-2024-007511,CUST-004552,2024-02-03,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007520,ORD-2024-007520,CUST-006824,2024-03-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007537,ORD-2024-007537,CUST-000312,2024-01-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007538,ORD-2024-007538,CUST-002690,2024-05-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007540,ORD-2024-007540,CUST-000172,2024-05-04,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007549,ORD-2024-007549,CUST-000194,2024-04-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007554,ORD-2024-007554,CUST-004048,2024-03-31,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007555,ORD-2024-007555,CUST-002442,2024-04-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007558,ORD-2024-007558,CUST-007913,2024-05-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007559,ORD-2024-007559,CUST-002239,2024-02-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007585,ORD-2024-007585,CUST-005175,2024-03-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007586,ORD-2024-007586,CUST-006814,2024-04-24,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007588,ORD-2024-007588,CUST-009342,2024-05-19,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007592,ORD-2024-007592,CUST-000887,2024-01-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007594,ORD-2024-007594,CUST-008742,2024-04-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007596,ORD-2024-007596,CUST-005485,2024-05-10,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007600,ORD-2024-007600,CUST-001536,2024-04-08,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007604,ORD-2024-007604,CUST-001484,2024-03-07,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007610,ORD-2024-007610,CUST-004958,2024-06-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007612,ORD-2024-007612,CUST-006500,2023-12-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007615,ORD-2024-007615,CUST-008080,2024-04-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007634,ORD-2024-007634,CUST-005190,2024-02-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007636,ORD-2024-007636,CUST-004490,2024-05-15,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007641,ORD-2024-007641,CUST-000502,2024-05-13,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007643,ORD-2024-007643,CUST-009104,2024-04-21,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007650,ORD-2024-007650,CUST-009268,2024-03-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007651,ORD-2024-007651,CUST-000218,2024-05-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007669,ORD-2024-007669,CUST-009027,2024-04-03,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007679,ORD-2024-007679,CUST-004255,2024-04-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007681,ORD-2024-007681,CUST-002496,2024-01-05,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-007683,ORD-2024-007683,CUST-005210,2024-04-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007696,ORD-2024-007696,CUST-002707,2024-02-15,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-007711,ORD-2024-007711,CUST-007332,2024-05-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007715,ORD-2024-007715,CUST-008681,2024-06-06,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-007716,ORD-2024-007716,CUST-004462,2024-02-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-007719,ORD-2024-007719,CUST-005152,2024-05-23,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-007722,ORD-2024-007722,CUST-003095,2024-05-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
