order_id,order_date,customer_id,attribution_channel,campaign_name,is_paid_attributed,order_subtotal_zar,discount_total_zar,shipping_fee_zar,order_total_zar,payment_method,order_status,_source_note
ORD-2024-005938,2024-03-28,CUST-002368,Direct,Direct,false,308.19,16.22,59.00,367.19,card,cancelled,source_export
ORD-2024-005939,2024-03-09,CUST-004759,Organic Search,Organic,false,647.55,11.51,0.00,647.55,card,completed,source_export
ORD-2024-005940,2024-04-05,CUST-004750,Email,Lifecycle_Email,false,208.51,10.97,49.00,257.51,card,completed,source_export
ORD-2024-005941,2024-01-11,CUST-010319,Referral,Referral_Partners,false,443.44,23.33,49.00,492.44,card,completed,source_export
ORD-2024-005942,2024-03-30,CUST-004538,Referral,Referral_Partners,false,75.96,0.00,49.00,124.96,card,completed,source_export
ORD-2024-005943,2024-01-27,CUST-008822,Direct,Direct,false,479.18,25.22,0.00,479.18,card,completed,source_export
ORD-2024-005944,2024-02-19,CUST-007729,Organic Search,Organic,false,124.26,6.54,59.00,183.26,card,completed,source_export
ORD-2024-005945,2024-01-07,CUST-000487,Organic Search,Organic,false,143.66,7.56,69.00,212.66,card,completed,source_export
ORD-2024-005946,2024-01-11,CUST-001234,Google Ads,H1_Search_Core_Retail,true,659.65,73.29,0.00,659.65,wallet,completed,source_export
ORD-2024-005947,2024-01-24,CUST-001248,Direct,Direct,false,589.16,31.01,0.00,589.16,card,completed,source_export
ORD-2024-005948,2024-04-21,CUST-006834,Organic Search,Organic,false,104.13,5.48,49.00,153.13,card,completed,source_export
ORD-2024-005949,2024-05-14,CUST-001405,Organic Search,Organic,false,124.99,6.58,49.00,173.99,card,completed,source_export
ORD-2024-005950,2024-04-08,CUST-005901,Organic Search,Organic,false,151.64,7.98,69.00,220.64,card,completed,source_export
ORD-2024-005951,2024-01-08,CUST-002375,Direct,Direct,false,406.45,0.00,69.00,475.45,instant_eft,completed,source_export
ORD-2024-005952,2024-03-17,CUST-004310,Email,Lifecycle_Email,false,266.76,0.00,49.00,315.76,card,completed,source_export
ORD-2024-005953,2024-03-14,CUST-006892,YouTube,H1_Video_Awareness_Retail,true,89.68,9.96,69.00,158.68,instant_eft,completed,source_export
ORD-2024-005954,2024-04-15,CUST-006848,Direct,Direct,false,246.72,0.00,49.00,295.72,card,completed,source_export
ORD-2024-005955,2024-05-25,CUST-007358,Organic Search,Organic,false,76.13,4.01,49.00,125.13,card,completed,source_export
ORD-2024-005956,2024-03-17,CUST-000630,Direct,Direct,false,291.33,15.33,69.00,360.33,wallet,completed,source_export
ORD-2024-005957,2024-02-03,CUST-005735,Organic Search,Organic,false,135.04,0.00,69.00,204.04,card,completed,source_export
ORD-2024-005958,2024-03-08,CUST-006395,Organic Search,Organic,false,202.54,0.00,49.00,251.54,wallet,completed,source_export
ORD-2024-005959,2024-05-14,CUST-002087,Organic Search,Organic,false,220.41,11.60,49.00,269.41,card,completed,source_export
ORD-2024-005960,2024-06-03,CUST-005128,Organic Search,Organic,false,764.04,40.21,0.00,764.04,card,completed,source_export
ORD-2024-005961,2024-03-12,CUST-000507,Organic Search,Organic,false,199.48,"0,00",59.00,258.48,card,completed,source_export
ORD-2024-005962,2024-05-16,CUST-003190,Google Ads,H1_Search_Core_Retail,true,611.14,67.90,0.00,611.14,card,completed,source_export
ORD-2024-005963,2024-06-29,CUST-004455,Direct,Direct,false,227.63,11.98,49.00,276.63,card,completed,source_export
ORD-2024-005964,2024-05-26,CUST-009155,Organic Search,Organic,false,1174.65,0.00,0.00,1174.65,card,completed,source_export
ORD-2024-005965,2024-06-04,CUST-007451,Referral,Referral_Partners,false,641.49,33.77,0.00,641.49,card,completed,source_export
ORD-2024-005966,2024-05-10,CUST-006734,Organic Search,Organic,false,102.74,0.00,69.00,171.74,card,refunded,source_export
ORD-2024-005967,2024-04-09,CUST-004450,Organic Search,Organic,false,222.78,11.73,49.00,271.78,instant_eft,completed,source_export
ORD-2024-005968,2024-06-26,CUST-002196,Organic Search,Organic,false,225.36,0.00,69.00,294.36,card,completed,source_export
ORD-2024-005969,2024-04-04,CUST-003145,DV360,H1_Programmatic_Prospecting_Retail,true,207.81,23.09,69.00,276.81,instant_eft,completed,source_export
ORD-2024-005970,2024-05-04,CUST-005733,Organic Search,Organic,false,261.39,7.50,49.00,310.39,wallet,completed,source_export
ORD-2024-005971,2024-02-15,CUST-003731,Organic Search,Organic,false,464.46,15.77,0.00,464.46,wallet,completed,source_export
ORD-2024-005972,2024-02-22,CUST-002272,Organic Search,Organic,false,73.33,0.00,49.00,122.33,wallet,completed,source_export
ORD-2024-005973,2024-06-07,CUST-001815,Organic Search,Organic,false,379.41,0.00,49.00,428.41,wallet,completed,source_export
ORD-2024-005974,2024-05-31,CUST-000931,Direct,Direct,false,182.42,9.60,49.00,231.42,card,completed,source_export
ORD-2024-005975,2024-06-13,CUST-009267,Organic Search,Organic,false,391.86,20.62,69.00,460.86,card,completed,source_export
ORD-2024-005976,2024-06-12,CUST-000989,Google Ads,H1_Search_Core_Retail,true,532.74,28.04,0.00,R 532.74,card,completed,source_export
ORD-2024-005977,2024-02-23,CUST-005972,Organic Search,Organic,false,134.77,7.09,59.00,193.77,card,completed,source_export
ORD-2024-005978,2024-04-21,CUST-004482,Organic Search,Organic,false,100.04,0.00,69.00,169.04,card,completed,source_export
ORD-2024-005979,2024-04-03,CUST-006294,Direct,Direct,false,608.31,32.02,0.00,608.31,instant_eft,completed,source_export
ORD-2024-005980,2024-03-18,CUST-002957,Organic Search,Organic,false,662.57,34.87,0.00,662.57,instant_eft,completed,source_export
ORD-2024-005981,2024-02-04,CUST-002462,Organic Search,Organic,false,111.63,5.88,59.00,170.63,card,completed,source_export
ORD-2024-005982,2024-01-15,CUST-004146,Direct,Direct,false,145.40,0.00,69.00,214.40,card,completed,source_export
ORD-2024-005983,2024-04-12,CUST-008149,DV360,H1_Programmatic_Prospecting_Retail,true,216.14,11.38,59.00,275.14,card,completed,source_export
ORD-2024-005984,2024-03-21,CUST-009746,Direct,Direct,false,257.08,13.53,49.00,306.08,wallet,completed,source_export
ORD-2024-005985,2024-03-02,CUST-003664,Direct,Direct,false,207.42,0.00,69.00,276.42,card,completed,source_export
ORD-2024-005986,2024-02-06,CUST-009695,Organic Search,Organic,false,150.79,7.94,49.00,199.79,instant_eft,completed,source_export
ORD-2024-005987,2024-02-04,CUST-004577,Google Ads,H1_Search_Core_Retail,true,241.46,12.71,49.00,290.46,instant_eft,completed,source_export
ORD-2024-005988,2024-06-18,CUST-000187,Google Ads,H1_Search_Core_Retail,true,124.66,0.00,69.00,193.66,wallet,completed,source_export
ORD-2024-005989,2024-03-02,CUST-008306,DV360,H1_Programmatic_Prospecting_Retail,true,449.99,50.00,69.00,518.99,card,completed,source_export
ORD-2024-005990,2024-04-23,CUST-010041,Organic Search,Organic,false,111.69,0.00,69.00,R 180.69,wallet,completed,source_export
ORD-2024-005991,2024-01-25,CUST-003669,Organic Search,Organic,false,273.55,14.40,69.00,342.55,instant_eft,completed,source_export
ORD-2024-005992,2024-06-08,CUST-004648,Organic Search,Organic,false,462.58,24.35,0.00,462.58,instant_eft,completed,source_export
ORD-2024-005993,2024-03-07,CUST-002601,Organic Search,Organic,false,302.24,0.00,69.00,371.24,wallet,completed,source_export
ORD-2024-005994,2024-03-19,CUST-008213,Organic Search,Organic,false,117.54,0.00,59.00,176.54,card,completed,source_export
ORD-2024-005995,2024-06-27,CUST-004304,Direct,Direct,false,139.81,0.00,59.00,198.81,card,completed,source_export
ORD-2024-005996,2024-05-21,CUST-003024,Email,Lifecycle_Email,false,70.11,3.69,59.00,129.11,card,completed,source_export
ORD-2024-005997,2024-05-12,CUST-008988,Organic Search,Organic,false,830.88,13.66,0.00,830.88,card,completed,source_export
ORD-2024-005998,2024-04-05,CUST-001365,Direct,Direct,false,602.06,31.69,0.00,602.06,instant_eft,completed,source_export
ORD-2024-005999,2024-02-23,CUST-001993,Organic Search,Organic,false,82.88,4.36,59.00,141.88,instant_eft,completed,source_export
ORD-2024-006000,2024-02-01,CUST-002678,Email,Lifecycle_Email,false,304.19,0.00,59.00,363.19,card,completed,source_export
ORD-2024-006001,2024-04-12,CUST-008039,Referral,Referral_Partners,false,135.75,0.00,59.00,194.75,instant_eft,completed,source_export
ORD-2024-006002,2024-06-04,CUST-006511,Google Ads,H1_Search_Core_Retail,true,238.88,26.54,59.00,297.88,card,completed,source_export
ORD-2024-006003,2024-03-29,CUST-003856,Organic Search,Organic,false,221.33,0.00,49.00,270.33,card,completed,source_export
ORD-2024-006004,2024-06-25,CUST-004549,Organic Search,Organic,false,82.43,0.00,59.00,141.43,wallet,completed,source_export
ORD-2024-006005,2024-06-18,CUST-001043,Organic Search,Organic,false,507.03,0.00,0.00,507.03,card,completed,source_export
ORD-2024-006006,2024-03-24,CUST-001012,Direct,Direct,false,72.46,3.81,59.00,131.46,instant_eft,completed,source_export
ORD-2024-006007,2024-06-13,CUST-009425,Direct,Direct,false,112.08,5.90,59.00,171.08,wallet,completed,source_export
ORD-2024-006008,2024-04-16,CUST-008042,Organic Search,Organic,false,156.99,8.26,49.00,205.99,instant_eft,completed,source_export
ORD-2024-006009,2024-06-14,CUST-006305,Direct,Direct,false,686.29,0.00,0.00,686.29,wallet,completed,source_export
ORD-2024-006010,2024-04-23,CUST-008743,Email,Lifecycle_Email,false,160.92,8.47,59.00,219.92,wallet,completed,source_export
ORD-2024-006011,2024-01-17,CUST-004302,Google Ads,H1_Search_Core_Retail,true,1519.94,155.85,0.00,1519.94,card,completed,source_export
ORD-2024-006012,2024-03-16,CUST-010162,Google Ads,H1_Search_Core_Retail,true,363.98,32.19,49.00,412.98,instant_eft,completed,source_export
ORD-2024-006013,2024-04-19,CUST-007535,Direct,Direct,false,566.51,0.00,0.00,566.51,card,completed,source_export
ORD-2024-006014,2024-02-24,CUST-000029,Organic Search,Organic,false,189.70,9.98,69.00,258.70,card,completed,source_export
ORD-2024-006015,2024-02-28,CUST-007208,Organic Search,Organic,false,1086.08,0.00,0.00,1086.08,card,completed,source_export
ORD-2024-006016,2024-06-21,CUST-007511,Direct,Direct,false,723.44,38.08,0.00,723.44,card,completed,source_export
ORD-2024-006017,2024-04-20,CUST-002887,Email,Lifecycle_Email,false,355.17,0.00,49.00,404.17,instant_eft,completed,source_export
ORD-2024-006018,2024-03-17,CUST-006484,Referral,Referral_Partners,false,144.05,7.58,59.00,203.05,instant_eft,completed,source_export
ORD-2024-006019,09/02/2024,CUST-004533,Email,Lifecycle_Email,false,928.90,0.00,0.00,928.90,card,completed,source_export
ORD-2024-006020,2024-04-24,CUST-010208,Organic Search,Organic,false,237.04,0.00,49.00,286.04,card,completed,source_export
ORD-2024-006021,2024-06-13,CUST-009370,Email,Lifecycle_Email,false,143.33,0.00,49.00,192.33,card,cancelled,source_export
ORD-2024-006022,2024-04-30,CUST-001389,Organic Search,Organic,false,157.86,0.00,59.00,216.86,card,completed,source_export
ORD-2024-006023,2024-01-03,CUST-004529,Direct,Direct,false,113.78,0.00,69.00,182.78,card,completed,source_export
ORD-2024-006024,2024-04-07,CUST-003659,Referral,Referral_Partners,false,880.01,0.00,0.00,880.01,payflex,completed,source_export
ORD-2024-006025,2024-04-29,CUST-002838,CM360,H1_Display_MidFunnel_Retail,true,204.76,22.75,49.00,253.76,payflex,completed,source_export
ORD-2024-006026,2024-06-30,CUST-009492,Email,Lifecycle_Email,false,438.36,0.00,59.00,497.36,instant_eft,completed,source_export
ORD-2024-006027,2024-04-27,CUST-001418,CM360,H1_Display_MidFunnel_Retail,true,634.92,0.00,0.00,634.92,card,completed,source_export
ORD-2024-006028,2024-04-13,CUST-001127,Organic Search,Organic,false,499.46,16.36,0.00,499.46,payflex,completed,source_export
ORD-2024-006029,2024-01-08,CUST-001733,Email,Lifecycle_Email,false,80.38,4.23,69.00,149.38,payflex,completed,source_export
ORD-2024-006030,2024-03-12,CUST-004969,Organic Search,Organic,false,256.51,0.00,49.00,305.51,card,completed,source_export
ORD-2024-006031,2024-04-13,CUST-009819,Referral,Referral_Partners,false,117.74,6.20,69.00,186.74,instant_eft,completed,source_export
ORD-2024-006032,2024-03-22,CUST-004865,Google Ads,H1_Search_Core_Retail,true,627.08,49.08,0.00,627.08,instant_eft,completed,source_export
ORD-2024-006033,2024-03-17,CUST-005294,Direct,Direct,false,186.09,0.00,69.00,255.09,card,completed,source_export
ORD-2024-006034,2024-06-16,CUST-009369,Direct,Direct,false,307.65,0.00,49.00,356.65,wallet,completed,source_export
ORD-2024-006035,2024-06-14,CUST-008920,Referral,Referral_Partners,false,222.16,3.98,69.00,291.16,card,completed,source_export
ORD-2024-006036,2024-02-01,CUST-005904,Organic Search,Organic,false,211.84,0.00,49.00,260.84,card,completed,source_export
ORD-2024-006037,2024-02-22,CUST-002293,Email,Lifecycle_Email,false,191.55,10.08,49.00,240.55,card,completed,source_export
ORD-2024-006038,2024-05-16,CUST-007564,YouTube,H1_Video_Awareness_Retail,true,238.81,26.53,49.00,287.81,card,completed,source_export
ORD-2024-006039,25/02/2024,CUST-000017,Organic Search,Organic,false,137.35,7.23,59.00,196.35,card,completed,source_export
ORD-2024-006040,2024-02-22,CUST-008660,Referral,Referral_Partners,false,127.55,6.71,49.00,176.55,card,completed,source_export
ORD-2024-006041,2024-04-18,CUST-007405,Email,Lifecycle_Email,false,95.31,5.02,49.00,144.31,instant_eft,completed,source_export
ORD-2024-006042,2024-02-19,CUST-002620,Direct,Direct,false,883.72,0.00,0.00,883.72,wallet,completed,source_export
ORD-2024-006043,2024-06-14,CUST-006081,Organic Search,Organic,false,306.61,16.14,59.00,365.61,card,completed,source_export
ORD-2024-006044,2024-04-19,CUST-006172,Referral,Referral_Partners,false,286.09,15.06,59.00,345.09,card,completed,source_export
ORD-2024-006045,2024-03-21,CUST-004983,Referral,Referral_Partners,false,502.88,18.23,0.00,502.88,card,completed,source_export
ORD-2024-006046,2024-05-23,CUST-006453,Email,Lifecycle_Email,false,1190.54,51.57,0.00,1190.54,card,completed,source_export
ORD-2024-006047,2024-04-11,CUST-004188,Organic Search,Organic,false,73.20,3.85,59.00,132.20,instant_eft,completed,source_export
ORD-2024-006048,2024-06-03,CUST-005874,Email,Lifecycle_Email,false,393.36,20.70,69.00,462.36,card,completed,source_export
ORD-2024-006049,2024-06-12,CUST-004498,Organic Search,Organic,false,153.92,0.00,49.00,202.92,card,completed,source_export
ORD-2024-006050,2024-02-12,CUST-003021,Direct,Direct,false,234.71,0.00,59.00,293.71,wallet,completed,source_export
ORD-2024-006051,2024-05-12,CUST-008010,Organic Search,Organic,false,155.80,0.00,59.00,214.80,instant_eft,completed,source_export
ORD-2024-006052,2024-01-19,CUST-008057,Organic Search,Organic,false,245.79,0.00,69.00,314.79,card,completed,source_export
ORD-2024-006053,2024-02-11,CUST-008241,Referral,Referral_Partners,false,125.37,6.60,69.00,194.37,instant_eft,completed,source_export
ORD-2024-006054,2024-03-08,CUST-000281,Google Ads,H1_Search_Core_Retail,true,176.39,9.28,49.00,225.39,card,completed,source_export
ORD-2024-006055,2024-04-01,CUST-002297,Direct,Direct,false,139.12,7.32,59.00,198.12,instant_eft,completed,source_export
ORD-2024-006056,2024-02-19,CUST-003877,Referral,Referral_Partners,false,241.70,12.72,69.00,310.70,card,completed,source_export
ORD-2024-006057,2024-02-28,CUST-002664,Organic Search,Organic,false,370.40,0.00,69.00,439.40,instant_eft,completed,source_export
ORD-2024-006058,2024-06-02,CUST-005081,Email,Lifecycle_Email,false,109.38,5.76,59.00,168.38,wallet,completed,source_export
ORD-2024-006059,2024-03-06,CUST-007721,DV360,H1_Programmatic_Prospecting_Retail,true,960.88,92.49,0.00,960.88,card,completed,source_export
ORD-2024-006060,2024-04-01,CUST-004811,Organic Search,Organic,false,253.21,13.33,69.00,322.21,card,completed,source_export
ORD-2024-006061,2024-05-08,CUST-005877,Organic Search,Organic,false,505.42,26.60,0.00,505.42,card,completed,source_export
ORD-2024-006062,2024-02-23,CUST-008248,Organic Search,Organic,false,91.88,4.84,59.00,150.88,wallet,completed,source_export
ORD-2024-006063,2024-06-16,CUST-005803,Direct,Direct,false,169.98,8.95,59.00,228.98,card,completed,source_export
ORD-2024-006064,2024-05-27,CUST-001125,Direct,Direct,false,1262.35,66.44,0.00,1262.35,card,completed,source_export
ORD-2024-006065,2024-04-30,CUST-009481,YouTube,H1_Video_Awareness_Retail,true,1113.17,71.22,0.00,1113.17,card,completed,source_export
ORD-2024-006066,2024-01-31,CUST-002787,Referral,Referral_Partners,false,248.82,0.00,59.00,307.82,wallet,completed,source_export
ORD-2024-006067,2024-03-26,CUST-005919,Organic Search,Organic,false,143.17,7.54,49.00,192.17,card,completed,source_export
ORD-2024-006068,2024-06-26,CUST-001227,Direct,Direct,false,684.07,8.02,0.00,684.07,wallet,completed,source_export
ORD-2024-006069,2024-03-30,CUST-001131,Direct,Direct,false,107.13,5.64,59.00,166.13,wallet,completed,source_export
ORD-2024-006070,2024-06-30,CUST-000820,Organic Search,Organic,false,479.82,11.15,0.00,479.82,card,completed,source_export
ORD-2024-006071,2024-05-29,CUST-000067,Organic Search,Organic,false,158.23,0.00,49.00,207.23,card,completed,source_export
ORD-2024-006072,2024-02-09,CUST-008640,Organic Search,Organic,false,232.59,12.24,59.00,291.59,wallet,completed,source_export
ORD-2024-006073,2024-01-11,CUST-010007,YouTube,H1_Video_Awareness_Retail,true,659.43,46.03,0.00,659.43,card,completed,source_export
ORD-2024-006074,2024-06-01,CUST-000217,DV360,H1_Programmatic_Prospecting_Retail,true,1157.81,128.65,0.00,1157.81,card,completed,source_export
ORD-2024-006075,2024-06-28,CUST-007086,Organic Search,Organic,false,141.58,7.45,49.00,190.58,card,completed,source_export
ORD-2024-006076,20/04/2024,CUST-002431,Direct,Direct,false,1268.30,0.00,0.00,1268.30,card,completed,source_export
ORD-2024-006077,2024-01-15,CUST-000103,Google Ads,H1_Search_Core_Retail,true,419.66,46.63,59.00,478.66,card,completed,source_export
ORD-2024-006078,2024-05-10,CUST-004839,Google Ads,H1_Search_Core_Retail,true,995.42,110.60,0.00,995.42,wallet,completed,source_export
ORD-2024-006079,2024-05-10,CUST-008911,CM360,H1_Display_MidFunnel_Retail,true,773.14,40.69,0.00,773.14,wallet,completed,source_export
ORD-2024-006080,2024-01-16,CUST-000489,Email,Lifecycle_Email,false,396.38,0.00,49.00,445.38,card,completed,source_export
ORD-2024-006081,2024-05-14,CUST-003395,Referral,Referral_Partners,false,238.06,0.00,69.00,307.06,card,completed,source_export
ORD-2024-006082,2024-04-14,CUST-009406,Email,Lifecycle_Email,false,673.77,35.46,0.00,673.77,card,completed,source_export
ORD-2024-006083,2024-05-16,CUST-005655,Organic Search,Organic,false,79.91,4.21,59.00,138.91,instant_eft,cancelled,source_export
ORD-2024-006084,2024-03-15,CUST-007259,Direct,Direct,false,135.32,"7,12",69.00,204.32,card,completed,source_export
ORD-2024-006085,2024-03-31,CUST-007433,Organic Search,Organic,false,645.63,12.54,0.00,645.63,payflex,completed,source_export
ORD-2024-006086,2024-05-21,CUST-002170,Organic Search,Organic,false,654.09,28.16,0.00,654.09,wallet,completed,source_export
ORD-2024-006087,2024-06-15,CUST-003852,Direct,Direct,false,250.06,13.16,69.00,319.06,card,completed,source_export
ORD-2024-006088,2024-04-18,CUST-005198,Referral,Referral_Partners,false,608.43,32.02,0.00,608.43,instant_eft,completed,source_export
ORD-2024-006089,2024-02-04,CUST-010253,Email,Lifecycle_Email,false,97.91,5.15,59.00,156.91,card,completed,source_export
ORD-2024-006090,2024-02-17,CUST-005411,Email,Lifecycle_Email,false,70.37,3.70,69.00,139.37,card,completed,source_export
ORD-2024-006091,2024-03-26,CUST-007196,Direct,Direct,false,155.22,0.00,69.00,224.22,card,completed,source_export
ORD-2024-006092,2024-02-15,CUST-010346,Google Ads,H1_Search_Core_Retail,true,576.89,0.00,0.00,576.89,instant_eft,completed,source_export
ORD-2024-006093,2024-06-08,CUST-006815,Organic Search,Organic,false,213.33,11.23,49.00,262.33,card,completed,source_export
ORD-2024-006094,2024-05-16,CUST-001980,Organic Search,Organic,false,134.31,7.07,69.00,203.31,instant_eft,completed,source_export
ORD-2024-006095,2024-05-12,CUST-004308,Organic Search,Organic,false,521.58,15.65,0.00,521.58,instant_eft,completed,source_export
ORD-2024-006096,2024-05-27,CUST-006830,Email,Lifecycle_Email,false,282.73,10.63,69.00,351.73,card,completed,source_export
ORD-2024-006097,2024-05-18,CUST-001566,Organic Search,Organic,false,612.98,20.86,0.00,612.98,card,completed,source_export
ORD-2024-006098,2024-03-10,CUST-002555,Google Ads,H1_Search_Core_Retail,true,139.84,0.00,49.00,188.84,card,cancelled,source_export
ORD-2024-006099,2024-03-26,CUST-007654,CM360,H1_Display_MidFunnel_Retail,true,666.08,74.01,0.00,666.08,card,completed,source_export
ORD-2024-006100,2024-04-20,CUST-010297,Direct,Direct,false,553.11,29.11,0.00,553.11,instant_eft,completed,source_export
ORD-2024-006101,2024-03-08,CUST-009860,Referral,Referral_Partners,false,136.95,7.21,49.00,185.95,payflex,completed,source_export
ORD-2024-006102,2024-04-01,CUST-006597,Direct,Direct,false,544.19,20.41,0.00,544.19,card,completed,source_export
ORD-2024-006103,2024-05-09,CUST-002805,Referral,Referral_Partners,false,159.92,0.00,69.00,228.92,card,completed,source_export
ORD-2024-006104,2024-06-02,CUST-002168,Direct,Direct,false,128.89,0.00,49.00,177.89,card,completed,source_export
ORD-2024-006105,2024-04-07,CUST-005386,Referral,Referral_Partners,false,456.90,19.96,0.00,456.90,card,completed,source_export
ORD-2024-006106,2024-03-22,CUST-001769,Direct,Direct,false,646.97,9.56,0.00,646.97,card,completed,source_export
ORD-2024-006107,2024-06-17,CUST-006751,Email,Lifecycle_Email,false,149.99,7.89,49.00,198.99,payflex,completed,source_export
ORD-2024-006108,2024-04-16,CUST-004389,Direct,Direct,false,1697.08,73.57,0.00,1697.08,instant_eft,completed,source_export
ORD-2024-006109,2024-05-01,CUST-008935,Direct,Direct,false,563.72,10.10,0.00,563.72,card,completed,source_export
ORD-2024-006110,2024-04-24,CUST-007205,Direct,Direct,false,82.22,0.00,59.00,141.22,card,completed,source_export
ORD-2024-006111,2024-06-05,CUST-002036,Organic Search,Organic,false,212.88,0.00,59.00,271.88,card,completed,source_export
ORD-2024-006112,2024-02-21,CUST-000681,Referral,Referral_Partners,false,582.91,0.00,0.00,582.91,card,completed,source_export
ORD-2024-006113,2024-02-22,CUST-001466,Email,Lifecycle_Email,false,1237.81,56.81,0.00,1237.81,instant_eft,completed,source_export
ORD-2024-006114,2024-05-30,CUST-007331,Direct,Direct,false,544.83,28.68,0.00,544.83,wallet,completed,source_export
ORD-2024-006115,2024-04-07,CUST-008065,Referral,Referral_Partners,false,200.82,0.00,49.00,249.82,wallet,completed,source_export
ORD-2024-006116,2024-02-06,CUST-001686,Direct,Direct,false,130.61,6.87,49.00,179.61,wallet,completed,source_export
ORD-2024-006117,2024-02-05,CUST-010294,Direct,Direct,false,306.78,7.04,69.00,375.78,instant_eft,completed,source_export
ORD-2024-006118,2024-03-29,CUST-003287,Referral,Referral_Partners,false,321.42,0.00,69.00,390.42,instant_eft,completed,source_export
ORD-2024-006119,2024-05-22,CUST-004671,Organic Search,Organic,false,76.95,4.05,59.00,135.95,wallet,completed,source_export
ORD-2024-006120,2024-02-21,CUST-004152,Email,Lifecycle_Email,false,384.44,20.23,49.00,433.44,instant_eft,completed,source_export
ORD-2024-006121,2024-01-03,CUST-004187,CM360,H1_Display_MidFunnel_Retail,true,141.17,0.00,49.00,190.17,wallet,completed,source_export
ORD-2024-006122,2024-04-05,CUST-002083,Google Ads,H1_Search_Core_Retail,true,69.87,3.68,49.00,118.87,payflex,completed,source_export
ORD-2024-006123,2024-05-23,CUST-003154,Email,Lifecycle_Email,false,105.77,0.00,49.00,154.77,instant_eft,completed,source_export
ORD-2024-006124,04/06/2024,CUST-010270,Referral,Referral_Partners,false,366.81,19.31,59.00,425.81,card,completed,source_export
ORD-2024-006125,2024-04-06,CUST-004034,Direct,Direct,false,592.07,0.00,0.00,592.07,instant_eft,completed,source_export
ORD-2024-006126,2024-03-31,CUST-009788,Direct,Direct,false,365.30,0.00,59.00,424.30,wallet,completed,source_export
ORD-2024-006127,2024-02-06,CUST-010312,Organic Search,Organic,false,822.19,43.28,0.00,822.19,card,completed,source_export
ORD-2024-006128,2024-06-02,CUST-002026,YouTube,H1_Video_Awareness_Retail,true,213.34,11.23,49.00,262.34,card,refunded,source_export
ORD-2024-006129,2024-01-06,CUST-002108,Email,Lifecycle_Email,false,362.91,14.15,69.00,431.91,card,completed,source_export
ORD-2024-006130,2024-04-15,CUST-006427,Referral,Referral_Partners,false,147.61,7.77,69.00,216.61,wallet,completed,source_export
ORD-2024-006131,2024-06-11,CUST-002818,Direct,Direct,false,311.03,0.00,69.00,380.03,instant_eft,completed,source_export
ORD-2024-006132,2024-03-07,CUST-001955,Organic Search,Organic,false,198.64,10.45,49.00,247.64,instant_eft,completed,source_export
ORD-2024-006133,2024-04-28,CUST-003540,Referral,Referral_Partners,false,145.66,0.00,59.00,204.66,card,completed,source_export
ORD-2024-006134,2024-05-05,CUST-002055,Direct,Direct,false,269.35,14.18,49.00,318.35,card,completed,source_export
ORD-2024-006135,2024-03-08,CUST-001228,Organic Search,Organic,false,712.22,37.49,0.00,712.22,card,completed,source_export
ORD-2024-006136,2024-05-15,CUST-003934,Email,Lifecycle_Email,false,234.49,0.00,59.00,293.49,card,completed,source_export
ORD-2024-006137,2024-06-03,CUST-002967,Organic Search,Organic,false,359.53,18.92,49.00,408.53,instant_eft,completed,source_export
ORD-2024-006138,2024-02-02,CUST-002779,Organic Search,Organic,false,91.30,0.00,69.00,160.30,instant_eft,completed,source_export
ORD-2024-006139,2024-05-20,CUST-001545,Email,Lifecycle_Email,false,121.56,6.40,69.00,190.56,card,completed,source_export
ORD-2024-006140,2024-04-08,CUST-005958,Organic Search,Organic,false,128.47,6.76,69.00,197.47,wallet,completed,source_export
ORD-2024-006141,2024-05-29,CUST-004616,Email,Lifecycle_Email,false,210.04,0.00,69.00,279.04,card,completed,source_export
ORD-2024-006142,2024-02-22,CUST-000162,Direct,Direct,false,148.98,0.00,69.00,217.98,card,completed,source_export
ORD-2024-006143,2024-03-12,CUST-002939,Organic Search,Organic,false,195.51,0.00,59.00,254.51,card,completed,source_export
ORD-2024-006144,2024-06-27,CUST-008123,Organic Search,Organic,false,532.84,0.00,0.00,532.84,card,completed,source_export
ORD-2024-006145,2024-01-05,CUST-010309,Email,Lifecycle_Email,false,511.85,0.00,0.00,511.85,wallet,completed,source_export
ORD-2024-006146,2024-06-02,CUST-004701,Referral,Referral_Partners,false,424.05,14.34,59.00,483.05,card,completed,source_export
ORD-2024-006147,2024-03-14,CUST-009777,Referral,Referral_Partners,false,513.77,0.00,0.00,513.77,instant_eft,completed,source_export
ORD-2024-006148,2024-02-24,CUST-003068,Organic Search,Organic,false,148.69,0.00,69.00,217.69,card,completed,source_export
ORD-2024-006149,2024-06-11,CUST-008505,CM360,H1_Display_MidFunnel_Retail,true,117.67,0.00,69.00,186.67,card,completed,source_export
ORD-2024-006150,2024-01-29,CUST-003824,Email,Lifecycle_Email,false,709.56,0.00,0.00,709.56,card,completed,source_export
ORD-2024-006151,2024-05-02,CUST-007659,YouTube,H1_Video_Awareness_Retail,true,641.42,0.00,0.00,641.42,card,completed,source_export
ORD-2024-006152,2024-02-15,CUST-004266,Organic Search,Organic,false,346.64,9.57,49.00,395.64,wallet,completed,source_export
ORD-2024-006153,2024-04-03,CUST-008310,Organic Search,Organic,false,545.00,28.68,0.00,545.00,wallet,completed,source_export
